,File Name,Asset ID,Description,Abutment Material,Bridge Type,Decking Material,Fall Height (m),Has Pedestrian Railing,Length (m),length measure by staff,Structure Material,Structure Position,Width (m)
978,AST_EX_20250107_143800.jpeg,100138,,Timber,Beam,Timber,-1.0,No railings,2.0,True,Timber,,1.0
979,AST_EX_20250107_143736.jpeg,100138,,Timber,Beam,Timber,-1.0,No railings,2.0,True,Timber,,1.0
980,AST_EX_20250107_143755.jpeg,100138,,Timber,Beam,Timber,-1.0,No railings,2.0,True,Timber,,1.0
981,AST_EX_20250107_143818.jpeg,100138,,Timber,Beam,Timber,-1.0,No railings,2.0,True,Timber,,1.0
982,AST_IM_20220529_151732.jpeg,100138,,Timber,Beam,Timber,-1.0,No railings,2.0,True,Timber,,1.0
983,AST_EX_20251127_132943.jpeg,100140,,Concrete,Beam,Timber,0.9,TBD,6.0,True,Timber,,2.5
984,AST_EX_20251127_132852.jpeg,100140,,Concrete,Beam,Timber,0.9,TBD,6.0,True,Timber,,2.5
985,AST_EX_20241203_155352.jpeg,100140,,Concrete,Beam,Timber,0.9,TBD,6.0,True,Timber,,2.5
986,AST_EX_20241203_155411.jpeg,100140,,Concrete,Beam,Timber,0.9,TBD,6.0,True,Timber,,2.5
987,AST_EX_20241203_155417.jpeg,100140,,Concrete,Beam,Timber,0.9,TBD,6.0,True,Timber,,2.5
988,AST_EX_20241203_155500.jpeg,100140,,Concrete,Beam,Timber,0.9,TBD,6.0,True,Timber,,2.5
989,AST_EX_20221027_104858.jpeg,100140,,Concrete,Beam,Timber,0.9,TBD,6.0,True,Timber,,2.5
990,AST_EX_20221027_104925.jpeg,100140,,Concrete,Beam,Timber,0.9,TBD,6.0,True,Timber,,2.5
991,AST_EX_20250107_144832.jpeg,100148,,Timber,Beam,Timber,-1.0,No railings,1.5,True,Timber,,1.0
992,AST_IM_20220529_152007.jpeg,100148,,Timber,Beam,Timber,-1.0,No railings,1.5,True,Timber,,1.0
993,AST_EX_20260218_142429.jpeg,100177,Condition 75 service 1999 abutment wrip wrap base wood bridg3 wood length 6m width 1.5m rails no handrail yes access no trail access yes,Gabions,Beam,Timber,-1.0,TBD,6.0,True,Timber,,1.5
994,AST_EX_20260218_142448.jpeg,100177,Condition 75 service 1999 abutment wrip wrap base wood bridg3 wood length 6m width 1.5m rails no handrail yes access no trail access yes,Gabions,Beam,Timber,-1.0,TBD,6.0,True,Timber,,1.5
995,AST_EX_20260218_142604.jpeg,100177,Condition 75 service 1999 abutment wrip wrap base wood bridg3 wood length 6m width 1.5m rails no handrail yes access no trail access yes,Gabions,Beam,Timber,-1.0,TBD,6.0,True,Timber,,1.5
996,AST_EX_20260217_155758.jpeg,100181,Condition 75 service 1998 abuttment gabion base wood bridge wood beam length 4m width 1.5m guard rail no hand rail yes access yes trail access no ,Gabions,TBD,Timber,-1.0,TBD,4.0,True,Timber,,1.5
997,AST_EX_20260217_155547.jpeg,100184,Condition 75 set dice 1998 abuttment gabioj base wood bridg3 wood guard rail no handrail yes length 5m width 1.5m height 2m access no trail access no,Gabions,Beam,Timber,-1.0,TBD,5.0,True,Timber,,1.5
998,AST_EX_20260218_135426.jpeg,100251,"Trail bridge, old buck access, wooden boards, wooden frame, gabions, 5m length, 1m height, handrail | Condition: 55% in service 1998, loose boards",Gabions,Beam,Timber,-1.0,TBD,5.0,True,Timber,,1.5
999,AST_EX_20260218_135446.jpeg,100251,"Trail bridge, old buck access, wooden boards, wooden frame, gabions, 5m length, 1m height, handrail | Condition: 55% in service 1998, loose boards",Gabions,Beam,Timber,-1.0,TBD,5.0,True,Timber,,1.5
1000,AST_EX_20240803_130634.jpeg,100252,"Wooden trail bridge, wood frame on gabions, built in 2000, 1.5m x 10m",Gabions,Beam,Timber,-1.0,TBD,10.0,True,Timber,,1.5
1001,AST_EX_20230516_143612.jpeg,100252,"Wooden trail bridge, wood frame on gabions, built in 2000, 1.5m x 10m",Gabions,Beam,Timber,-1.0,TBD,10.0,True,Timber,,1.5
1002,AST_EX_20230516_143612.jpeg,100252,"Wooden trail bridge, wood frame on gabions, built in 2000, 1.5m x 10m",Gabions,Beam,Timber,-1.0,TBD,10.0,True,Timber,,1.5
1003,AST_EX_20230516_143612.jpeg,100252,"Wooden trail bridge, wood frame on gabions, built in 2000, 1.5m x 10m",Gabions,Beam,Timber,-1.0,TBD,10.0,True,Timber,,1.5
1004,AST_EX_20230516_143612.jpeg,100252,"Wooden trail bridge, wood frame on gabions, built in 2000, 1.5m x 10m",Gabions,Beam,Timber,-1.0,TBD,10.0,True,Timber,,1.5
1005,AST_EX_20230516_143612.jpeg,100252,"Wooden trail bridge, wood frame on gabions, built in 2000, 1.5m x 10m",Gabions,Beam,Timber,-1.0,TBD,10.0,True,Timber,,1.5
1006,AST_EX_20260218_141452.jpeg,100253,"Wooden frame wood beam bridge, hand rails, gabions, beam bridge, 1m high, 1.5m width, 7m length | Old buck access trail to Vancouver picnic area",Gabions,Beam,Timber,-1.0,TBD,7.0,True,Timber,,1.5
1007,AST_EX_20260218_141518.jpeg,100253,"Wooden frame wood beam bridge, hand rails, gabions, beam bridge, 1m high, 1.5m width, 7m length | Old buck access trail to Vancouver picnic area",Gabions,Beam,Timber,-1.0,TBD,7.0,True,Timber,,1.5
1008,AST_EX_20230516_142951.jpeg,100262,Condition 64. Loose handrail board. service 1997 abbut gabion timber structure and beam w 1.5m height 2.5m length 6m handrails yes access no route access no,Gabions,Beam,Timber,-1.0,TBD,6.0,True,Timber,,1.5
1009,AST_EX_20230516_143321.jpeg,100263,Please see notes.,Gabions,Beam,Timber,-1.0,TBD,6.0,True,Timber,,1.5
1010,AST_IM_20220531_152015.jpeg,100263,Please see notes.,Gabions,Beam,Timber,-1.0,TBD,6.0,True,Timber,,1.5
1011,AST_EX_20240803_130838.jpeg,100267,"Wooden beam bridge with handrails, gabion abutment, 5m x 1.5m, 2m height",Gabions,Beam,Timber,-1.0,TBD,5.0,True,Timber,,1.5
1012,AST_EX_20230516_143824.jpeg,100267,"Wooden beam bridge with handrails, gabion abutment, 5m x 1.5m, 2m height",Gabions,Beam,Timber,-1.0,TBD,5.0,True,Timber,,1.5
1013,AST_EX_20230516_143824.jpeg,100267,"Wooden beam bridge with handrails, gabion abutment, 5m x 1.5m, 2m height",Gabions,Beam,Timber,-1.0,TBD,5.0,True,Timber,,1.5
1014,AST_EX_20230516_143824.jpeg,100267,"Wooden beam bridge with handrails, gabion abutment, 5m x 1.5m, 2m height",Gabions,Beam,Timber,-1.0,TBD,5.0,True,Timber,,1.5
1015,AST_EX_20230516_143824.jpeg,100267,"Wooden beam bridge with handrails, gabion abutment, 5m x 1.5m, 2m height",Gabions,Beam,Timber,-1.0,TBD,5.0,True,Timber,,1.5
1016,AST_EX_20230516_143824.jpeg,100267,"Wooden beam bridge with handrails, gabion abutment, 5m x 1.5m, 2m height",Gabions,Beam,Timber,-1.0,TBD,5.0,True,Timber,,1.5
1017,AST_EX_20260217_153501.jpeg,100269,"Beam bridge, gabion abutment, one handrail,  6m x 2m, 2m height",Gabions,Beam,Timber,-1.0,TBD,6.0,True,Timber,,2.0
1018,AST_EX_20260217_153510.jpeg,100269,"Beam bridge, gabion abutment, one handrail,  6m x 2m, 2m height",Gabions,Beam,Timber,-1.0,TBD,6.0,True,Timber,,2.0
1019,AST_EX_20260217_154145.jpeg,100270,"Beam bridge, wooden, boulder abutment, one handrail, 4m x 2m, 2m height",Concrete,Beam,Timber,-1.0,TBD,4.0,True,Timber,,2.0
1020,AST_EX_20260217_154214.jpeg,100270,"Beam bridge, wooden, boulder abutment, one handrail, 4m x 2m, 2m height",Concrete,Beam,Timber,-1.0,TBD,4.0,True,Timber,,2.0
1021,AST_EX_20260218_140858.jpeg,100272,"Wooden beam bridge with gabion abutment and handrail, 4m x  1.5m, 2m height",Gabions,Beam,Timber,-1.0,TBD,4.0,True,Timber,,1.5
1022,AST_EX_20260218_140920.jpeg,100272,"Wooden beam bridge with gabion abutment and handrail, 4m x  1.5m, 2m height",Gabions,Beam,Timber,-1.0,TBD,4.0,True,Timber,,1.5
1023,AST_EX_20240803_131539.jpeg,100274,"Wooden trail bridge, wooden frame, concrete abutment, 1.5m x 7m, 2m high,",Concrete,Beam,Timber,-1.0,TBD,7.0,True,Timber,,1.5
1024,AST_EX_20240803_131602.jpeg,100274,"Wooden trail bridge, wooden frame, concrete abutment, 1.5m x 7m, 2m high,",Concrete,Beam,Timber,-1.0,TBD,7.0,True,Timber,,1.5
1025,AST_EX_20230516_144506.jpeg,100274,"Wooden trail bridge, wooden frame, concrete abutment, 1.5m x 7m, 2m high,",Concrete,Beam,Timber,-1.0,TBD,7.0,True,Timber,,1.5
1026,AST_EX_20230516_144506.jpeg,100274,"Wooden trail bridge, wooden frame, concrete abutment, 1.5m x 7m, 2m high,",Concrete,Beam,Timber,-1.0,TBD,7.0,True,Timber,,1.5
1027,AST_EX_20230516_144506.jpeg,100274,"Wooden trail bridge, wooden frame, concrete abutment, 1.5m x 7m, 2m high,",Concrete,Beam,Timber,-1.0,TBD,7.0,True,Timber,,1.5
1028,AST_EX_20230516_144506.jpeg,100274,"Wooden trail bridge, wooden frame, concrete abutment, 1.5m x 7m, 2m high,",Concrete,Beam,Timber,-1.0,TBD,7.0,True,Timber,,1.5
1029,AST_EX_20230516_144506.jpeg,100274,"Wooden trail bridge, wooden frame, concrete abutment, 1.5m x 7m, 2m high,",Concrete,Beam,Timber,-1.0,TBD,7.0,True,Timber,,1.5
1030,MI_20240606_100356.jpg,100313,Bridge no railing decked with planks on log stringers across tulameen river,Timber,Beam,Timber,-1.0,No railings,10.0,True,Timber,,1.5
1031,bridge4.jpg,100347,5 m .5 m long log stringer  1x12 slippery,Timber,Beam,Timber,-1.0,No railings,5.0,True,Timber,,0.5
1032,AST_IM_20220601_123719.jpeg,100347,5 m .5 m long log stringer  1x12 slippery,Timber,Beam,Timber,-1.0,No railings,5.0,True,Timber,,0.5
1033,bridge5.jpg,100348,Log and 1x12 bridge,Timber,Beam,Timber,-1.0,No railings,5.0,True,Timber,,0.5
1034,AST_IM_20220601_123850.jpeg,100348,Log and 1x12 bridge,Timber,Beam,Timber,-1.0,No railings,5.0,True,Timber,,0.5
1035,AST_EX_20260217_152037.jpeg,100446,Condition 70 minor chipping on top handrails. service 1998 gabion with wood beam. Length 3.5m width 1.5m handrails YES access NO route access NO,Gabions,Beam,Timber,-1.0,TBD,3.5,True,Timber,,1.5
1036,AST_EX_20260217_152139.jpeg,100446,Condition 70 minor chipping on top handrails. service 1998 gabion with wood beam. Length 3.5m width 1.5m handrails YES access NO route access NO,Gabions,Beam,Timber,-1.0,TBD,3.5,True,Timber,,1.5
1037,AST_EX_20260217_151848.jpeg,100450,Condition 80 service 2010 gabion wood beam 3.5m 1.5wide handrails yes access no route access no,Gabions,Beam,Timber,-1.0,TBD,3.5,True,Timber,,1.5
1038,AST_EX_20260217_152344.jpeg,100475,"trail bridge - old buck trail, 300m south of Baden Powell, wooden frame, wood abutment , 7m long, 1.5m, beam bridge,",Timber,Beam,Timber,-1.0,TBD,7.0,True,Timber,,1.5
1039,AST_EX_20260217_152448.jpeg,100475,"trail bridge - old buck trail, 300m south of Baden Powell, wooden frame, wood abutment , 7m long, 1.5m, beam bridge,",Timber,Beam,Timber,-1.0,TBD,7.0,True,Timber,,1.5
1040,AST_EX_20260217_152509.jpeg,100475,"trail bridge - old buck trail, 300m south of Baden Powell, wooden frame, wood abutment , 7m long, 1.5m, beam bridge,",Timber,Beam,Timber,-1.0,TBD,7.0,True,Timber,,1.5
1041,AST_EX_20260217_152912.jpeg,100479,"Wooden bridge with 1 handrail, 1.5m x 4m, boulder abutment",Concrete,Beam,Timber,-1.0,TBD,4.0,True,Timber,,1.5
1042,AST_EX_20260217_152923.jpeg,100479,"Wooden bridge with 1 handrail, 1.5m x 4m, boulder abutment",Concrete,Beam,Timber,-1.0,TBD,4.0,True,Timber,,1.5
1043,AST_EX_20260217_153020.jpeg,100479,"Wooden bridge with 1 handrail, 1.5m x 4m, boulder abutment",Concrete,Beam,Timber,-1.0,TBD,4.0,True,Timber,,1.5
1044,AST_EX_20260217_153116.jpeg,100479,"Wooden bridge with 1 handrail, 1.5m x 4m, boulder abutment",Concrete,Beam,Timber,-1.0,TBD,4.0,True,Timber,,1.5
1045,AST_EX_20260217_153219.jpeg,100479,"Wooden bridge with 1 handrail, 1.5m x 4m, boulder abutment",Concrete,Beam,Timber,-1.0,TBD,4.0,True,Timber,,1.5
1046,AST_EX_20260217_153144.jpeg,100479,"Wooden bridge with 1 handrail, 1.5m x 4m, boulder abutment",Concrete,Beam,Timber,-1.0,TBD,4.0,True,Timber,,1.5
1047,AST_IM_20220602_142119.jpeg,100479,"Wooden bridge with 1 handrail, 1.5m x 4m, boulder abutment",Concrete,Beam,Timber,-1.0,TBD,4.0,True,Timber,,1.5
1048,AST_IM_20220602_142132.jpeg,100479,"Wooden bridge with 1 handrail, 1.5m x 4m, boulder abutment",Concrete,Beam,Timber,-1.0,TBD,4.0,True,Timber,,1.5
1049,AST_IM_20220602_142208.jpeg,100479,"Wooden bridge with 1 handrail, 1.5m x 4m, boulder abutment",Concrete,Beam,Timber,-1.0,TBD,4.0,True,Timber,,1.5
1050,AST_EX_20240525_140448.jpeg,100482,100 - rebuilt from fallen logs,Timber,Beam,Timber,-1.0,TBD,16.0,True,TBD,,1.0
1051,AST_IM_20220603_132631.jpeg,100582,Wooden bridge with medal grate down the centre,Timber,Beam,Timber,-1.0,No railings,5.0,False,Timber,,0.0
1052,AST_EX_20250726_102113.jpeg,100740,"Lindeman Lake trail bridge | Looks new, well maintained  | Well supported and very secure",Steel,Truss,Steel,-1.0,2 railings,12.0,False,Aluminum,,0.0
1053,AST_IM_20220604_150139.jpeg,100740,"Lindeman Lake trail bridge | Looks new, well maintained  | Well supported and very secure",Steel,Truss,Steel,-1.0,2 railings,12.0,False,Aluminum,,0.0
1054,AST_IM_20220605_121509.jpeg,100747,Approx 13.7m long | 90,Timber,Beam,Timber,-1.0,TBD,13.7,True,Timber,,1.0
1055,AST_IM_20220605_121124.jpeg,100751,"Small bridge good condition 90, 1.9m",TBD,TBD,TBD,-1.0,No railings,1.9,True,TBD,,0.0
1056,AST_IM_20220605_122103.jpeg,100752,Good condition | 90 | Approx 7.0m,TBD,TBD,TBD,-1.0,No railings,7.0,True,TBD,,0.0
1057,AST_IM_20220605_125831.jpeg,100753,Good condition | 90 | Approx 3.7.m,TBD,TBD,TBD,-1.0,No railings,3.7,True,TBD,,0.0
1058,AST_IM_20220603_122949.jpeg,100757,"Condition: 80, wood trail bridge with railings on a metal beam. Some graffiti on hand rails. 13.7 m 1.7 m",Steel,Beam,Timber,-1.0,TBD,0.0,False,Timber,,1.7
1059,AST_IM_20220603_124827.jpeg,100758,Condition: 70 wood foot bridge with wood hand rails on metal beams and cables. There is a crack in the North hand rail. 12.6- 1.7,Steel,Beam,Timber,-1.0,TBD,0.0,False,Timber,,1.7
1060,AST_EX_20241024_125914.jpeg,100791,3 m long .7 m wide wood no rail,Timber,Beam,Timber,-1.0,No railings,5.0,True,Timber,,0.7
1061,AST_EX_20241024_130141.jpeg,100791,3 m long .7 m wide wood no rail,Timber,Beam,Timber,-1.0,No railings,5.0,True,Timber,,0.7
1062,AST_IM_20220605_133504.jpeg,100791,3 m long .7 m wide wood no rail,Timber,Beam,Timber,-1.0,No railings,5.0,True,Timber,,0.7
1063,AST_IM_20220606_123338.jpeg,100826,Boardwalk on Leighton lake trail,TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,0.0
1064,AST_IM_20220606_123321.jpeg,100826,Boardwalk on Leighton lake trail,TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,0.0
1065,AST_IM_20220606_123533.jpeg,100837,Boardwalk on Leighton lake trail,TBD,TBD,TBD,-1.0,No railings,0.0,False,TBD,,0.0
1066,AST_EX_20241211_133939.jpeg,101129,Trail bridge; length 13m; width 1.5m; height 1m; located at twin flower creek,Timber,Beam,Timber,-1.0,TBD,13.0,True,TBD,,1.5
1067,AST_EX_20241211_133748.jpeg,101129,Trail bridge; length 13m; width 1.5m; height 1m; located at twin flower creek,Timber,Beam,Timber,-1.0,TBD,13.0,True,TBD,,1.5
1068,AST_IM_20220607_122941.jpeg,101129,Trail bridge; length 13m; width 1.5m; height 1m; located at twin flower creek,Timber,Beam,Timber,-1.0,TBD,13.0,True,TBD,,1.5
1069,AST_IM_20220607_123014.jpeg,101129,Trail bridge; length 13m; width 1.5m; height 1m; located at twin flower creek,Timber,Beam,Timber,-1.0,TBD,13.0,True,TBD,,1.5
1070,AST_EX_20241211_123402.jpeg,101131,Concrete abutment and metal frame with wood beam. Length 12m. Width 1.5m. Height 1m.,Concrete,Beam,Timber,-1.0,TBD,12.0,True,Steel,,1.5
1071,AST_EX_20241211_123555.jpeg,101131,Concrete abutment and metal frame with wood beam. Length 12m. Width 1.5m. Height 1m.,Concrete,Beam,Timber,-1.0,TBD,12.0,True,Steel,,1.5
1072,AST_IM_20220607_140105.jpeg,101131,Concrete abutment and metal frame with wood beam. Length 12m. Width 1.5m. Height 1m.,Concrete,Beam,Timber,-1.0,TBD,12.0,True,Steel,,1.5
1073,AST_EX_20241211_131833.jpeg,101132,"Wooden trail bridge, 8m long x 1.5 m wide, 1m high, handrails",TBD,Beam,Timber,-1.0,TBD,8.0,True,TBD,,1.5
1074,AST_EX_20241211_132243.jpeg,101132,"Wooden trail bridge, 8m long x 1.5 m wide, 1m high, handrails",TBD,Beam,Timber,-1.0,TBD,8.0,True,TBD,,1.5
1075,AST_EX_20241211_132206.jpeg,101132,"Wooden trail bridge, 8m long x 1.5 m wide, 1m high, handrails",TBD,Beam,Timber,-1.0,TBD,8.0,True,TBD,,1.5
1076,AST_IM_20220607_124950.jpeg,101132,"Wooden trail bridge, 8m long x 1.5 m wide, 1m high, handrails",TBD,Beam,Timber,-1.0,TBD,8.0,True,TBD,,1.5
1077,AST_EX_20241211_134307.jpeg,101134,"Beam bridge with handrails, 5m long, 1.25m wide, log abutments, not accessible,  located at Upper Umbrellawort Creek",Timber,Beam,Timber,-1.0,TBD,5.0,True,Timber,,1.25
1078,AST_EX_20241211_134317.jpeg,101134,"Beam bridge with handrails, 5m long, 1.25m wide, log abutments, not accessible,  located at Upper Umbrellawort Creek",Timber,Beam,Timber,-1.0,TBD,5.0,True,Timber,,1.25
1079,AST_IM_20220607_122437.jpeg,101134,"Beam bridge with handrails, 5m long, 1.25m wide, log abutments, not accessible,  located at Upper Umbrellawort Creek",Timber,Beam,Timber,-1.0,TBD,5.0,True,Timber,,1.25
1080,AST_IM_20220610_100719.jpeg,101541,"Bridge to Roland Neave private property, bridge is flexible but sturdy, 60%. Has private property sign.  | Supported by 8by8 beams  | Guide wires attached to live trees  | Stringer gates flexed in",TBD,TBD,TBD,-1.0,2 railings,6.0,False,TBD,,0.0
1081,AST_IM_20220610_100711.jpeg,101541,"Bridge to Roland Neave private property, bridge is flexible but sturdy, 60%. Has private property sign.  | Supported by 8by8 beams  | Guide wires attached to live trees  | Stringer gates flexed in",TBD,TBD,TBD,-1.0,2 railings,6.0,False,TBD,,0.0
1082,AST_IM_20220610_145523.jpeg,101599,Three 4x12 8' boards,TBD,TBD,Timber,-1.0,No railings,2.5,True,TBD,,0.0
1083,AST_IM_20220610_124056.jpeg,101638,Timber trail bridge heading towards Greendrop Lake | The area and bridge have had storm damage from the November storm. The bridge is still in great condition but trail and access needs attention. | 60% | High risk,Timber,Beam,Timber,-1.0,2 railings,5.0,False,Timber,,0.0
1084,AST_IM_20220612_131542.jpeg,101826,"High risk, aluminum suspension bridge anchored with braided steel cables",Timber,Suspension,Steel,-1.0,No railings,23.0,True,Aluminum,,1.3
1085,AST_IM_20220612_161720.jpeg,101831,Wooden down ramp crossing stream,TBD,Beam,Timber,-1.0,No railings,4.0,True,TBD,,1.0
1086,AST_IM_20220613_115523.jpeg,101868,"wood beam bridge with handrails, wood log abutment, 1m wide, 16m long, 3m high",Timber,Beam,Timber,-1.0,TBD,16.0,True,Timber,,1.0
1087,AST_IM_20220613_111900.jpeg,101869,"wood bridge, no guardrails or handrails, on wood abutment 2m wide, 9m long, 2m high",Timber,Beam,Timber,-1.0,No railings,9.0,True,Timber,,2.0
1088,AST_IM_20220613_105948.jpeg,101890,"wooden bridge with guardrails, no handrails, wood abutment, 9m long, 2.25m wide, 1.5m high",Timber,Beam,Timber,-1.0,No railings,9.0,True,Timber,,2.25
1089,AST_IM_20220614_104016.jpeg,101988,Footbridge (5m) on nature house trail.  Landscape tie central pier.,Timber,Beam,Timber,-1.0,No railings,0.0,False,Timber,,1.0
1090,AST_IM_20220615_113350.jpeg,102348,Narrow shingle bridge,Timber,Beam,Timber,-1.0,No railings,0.0,False,TBD,,0.0
1091,AST_IM_20220615_113756.jpeg,102350,"Narrow wooden bridge with roof shingles,",Timber,Beam,Timber,-1.0,No railings,6.0,False,TBD,,0.0
1092,AST_IM_20220615_121027.jpeg,102352,"Small narrow wooden bridge,",Timber,Beam,Timber,-1.0,No railings,8.0,False,TBD,,0.0
1093,AST_IM_20220615_115239.jpeg,102353,"Narrow wooden bridge with roof shingles for grip and a step up,",Timber,Beam,Timber,-1.0,No railings,8.0,False,TBD,,0.0
1094,AST_IM_20220615_114011.jpeg,102354,"Narrow wooden bridge with roof shingles for grip,",Timber,Beam,Timber,-1.0,No railings,8.0,False,TBD,,0.0
1095,AST_IM_20220615_144225.jpeg,102355,"Wooden board bridge,",Timber,Beam,Timber,-1.0,No railings,5.0,False,Timber,,0.0
1096,AST_IM_20220615_151413.jpeg,102358,,Timber,Beam,Timber,-1.0,No railings,8.0,False,TBD,,0.0
1097,AST_IM_20220615_151107.jpeg,102359,Wooden bridge,Timber,Beam,Timber,-1.0,No railings,4.0,False,TBD,,0.0
1098,AST_IM_20220615_111314.jpeg,102360,"Short narrow bridge over creek,",Timber,Beam,Timber,-1.0,No railings,3.0,False,Timber,,0.0
1099,AST_IM_20220615_145411.jpeg,102365,wooden bridge with a step down,Timber,Beam,Timber,-1.0,No railings,4.0,False,Timber,,0.0
1100,AST_IM_20220615_144244.jpeg,102370,Wooden bridge,Timber,Beam,Timber,-1.0,No railings,0.0,False,TBD,,0.0
1101,AST_IM_20220615_135212.jpeg,102373,"still sturdy but starting to rot a bit, 4m long",Timber,Beam,Timber,-1.0,No railings,4.0,True,Timber,,2.0
1102,AST_IM_20220615_131136.jpeg,102422,Wood beam bridge on wood abuttment. 6m long and 1.5m wide. 1m high. No handrail no guard no tack not accessible,Timber,Beam,Timber,-1.0,No railings,6.0,True,Timber,,1.5
1103,AST_IM_20220615_142751.jpeg,102436,"Wooden trail bridge on 2 large logs, 14m long x 1.5m wide, handrails, 4m high, accessible, trail not accessible",Timber,Beam,TBD,-1.0,TBD,14.0,True,TBD,,1.5
1104,AST_IM_20220612_130554.jpeg,102471,"Aluminum decking wood beam bridge | 2 medal plank bridge, reinforced with wooden beams",Steel,Beam,Steel,-1.0,No railings,4.0,False,Timber,,0.0
1105,AST_IM_20220617_140423.jpeg,102808,Wood plank decking on 2x12 stringers,TBD,Beam,Timber,-1.0,No railings,2.0,True,Timber,,1.0
1106,AST_IM_20220617_140849.jpeg,102816,wooden bridge with wood base,Timber,Beam,Timber,-1.0,No railings,5.0,True,Timber,,1.0
1107,AST_IM_20220617_141424.jpeg,102842,Wooden Bridge along the Falls Lake trail,Timber,Beam,Timber,-1.0,No railings,5.0,False,Timber,,0.0
1108,AST_EX_20250727_120700.jpeg,102844,Wooden Bridge along Falls Lake trail,Timber,Beam,Timber,-1.0,No railings,4.0,False,Timber,,1.2
1109,AST_EX_20250727_120646.jpeg,102844,Wooden Bridge along Falls Lake trail,Timber,Beam,Timber,-1.0,No railings,4.0,False,Timber,,1.2
1110,AST_IM_20220617_140246.jpeg,102844,Wooden Bridge along Falls Lake trail,Timber,Beam,Timber,-1.0,No railings,4.0,False,Timber,,1.2
1111,AST_IM_20220617_140540.jpeg,102849,Bridge along the Falls Lake trail,Timber,Truss,,-1.0,No railings,1.0,False,Timber,,0.0
1112,AST_IM_20220617_140917.jpeg,102851,Wooden bridge along Falls Lake trail,Timber,Beam,Timber,-1.0,2 railings,6.0,False,Timber,,0.0
1113,AST_IM_20220620_135551.jpeg,103253,"Railing missing, boards and footing rotten, 1x12m, wood frame and boards, blocked off to public,",TBD,TBD,Timber,-1.0,No railings,12.0,True,TBD,,1.0
1114,AST_IM_20220620_140345.jpeg,103256,"1x7m, trestle style, wood frame and boards, railing, usual wear and tare",TBD,Truss,Timber,-1.0,No railings,7.0,True,Timber,,1.0
1115,AST_EX_20240628_104155.jpeg,103526,,Timber,Beam,Timber,-1.0,No railings,5.0,True,Timber,,1.0
1116,AST_IM_20220620_134849.jpeg,103556,"starting to rot, 3m long, 1m wide, guard rail",TBD,TBD,TBD,-1.0,TBD,0.0,False,TBD,,0.0
1117,AST_IM_20220623_095457.jpeg,103711,"Condition 50, 11ft 2x6 boards on log stringers",Timber,Beam,Timber,-1.0,No railings,3.0,True,Timber,,0.0
1118,AST_IM_20220623_103752.jpeg,103721,Condition 80 8ft 2x4 over 4x4 posts,Timber,Beam,Timber,-1.0,No railings,3.0,True,Timber,,0.0
1119,AST_IM_20220622_122027.jpeg,104066,,Timber,Beam,Timber,-1.0,No railings,6.0,False,TBD,,0.0
1120,AST_IM_20220622_125338.jpeg,104080,,Timber,Beam,Timber,-1.0,2 railings,5.0,False,Timber,,0.0
1121,AST_IM_20220622_125041.jpeg,104083,3 small bridges in a row,Timber,Beam,Timber,-1.0,No railings,6.0,False,TBD,,0.0
1122,AST_IM_20220622_121912.jpeg,104086,3.5x19 ft bridge ,Timber,Beam,Timber,-1.0,No railings,0.0,False,TBD,,0.0
1123,AST_IM_20220622_130720.jpeg,104088,,Timber,Beam,Timber,-1.0,No railings,5.0,False,TBD,,0.0
1124,AST_IM_20220622_125420.jpeg,104097,,Timber,Beam,Timber,-1.0,No railings,6.0,False,TBD,,0.0
1125,AST_IM_20220627_150046.jpeg,104732,".5x8, railing, shingles on platform, metal foundation, part of railing metal, some parts rotten",TBD,TBD,Timber,-1.0,TBD,8.0,True,Steel,,0.5
1126,AST_IM_20220628_101155.jpeg,104857,Condition 60 trail bridge over marsh ,Steel,Beam,Timber,-1.0,TBD,8.0,True,Aluminum,,0.5
1127,AST_IM_20220628_105214.jpeg,104858,Condition 70. Well maintained ,Concrete,Beam,Asphalt,-1.0,TBD,7.0,True,Aluminum,,0.5
1128,AST_EX_20241122_111245.jpeg,104865,Wood and metal bridge condition 40,Steel,Beam,Timber,-1.0,No railings,6.0,True,Aluminum,,0.5
1129,AST_IM_20220628_114549.jpeg,104865,Wood and metal bridge condition 40,Steel,Beam,Timber,-1.0,No railings,6.0,True,Aluminum,,0.5
1130,AST_EX_20241108_110248.jpeg,105042,Trail bridge across creek.,TBD,Beam,Timber,1.0,No railings,3.0,False,TBD,,0.0
1131,AST_IM_20220628_150802.jpeg,105042,Trail bridge across creek.,TBD,Beam,Timber,1.0,No railings,3.0,False,TBD,,0.0
1132,AST_IM_20220629_125947.jpeg,105287,Not built to parks standard. has railing.,Timber,Beam,Timber,-1.0,No railings,5.0,True,Timber,,1.0
1133,AST_IM_20220629_125925.jpeg,105287,Not built to parks standard. has railing.,Timber,Beam,Timber,-1.0,No railings,5.0,True,Timber,,1.0
1134,AST_IM_20220629_130338.jpeg,105288,Not parks standard. Deck rotting. Done by users as mostly everything in this location. In-service date unknown.,TBD,TBD,Timber,-1.0,TBD,5.0,True,Timber,,1.0
