asset_id,filename,file_id,profile_name,image_path,attr_fall_height,attr_has_pedestrian_railing,"attr_material_frame,_tank,_body",attr_number_of_steps,attr_structure_position,fall_height_bin,steps_bin
83868,AST_EX_20250505_104425.jpeg,81680,Stairs,data/citywide/images/356/83868/81680__AST_EX_20250505_104425.jpeg,,1 railing,Concrete,,At-Grade,,
83871,AST_IM_20210729_112904.jpeg,8923,Stairs,data/citywide/images/356/83871/8923__AST_IM_20210729_112904.jpeg,,1 railing,Concrete,,At-Grade,,
83871,AST_EX_20250505_104847.jpeg,81665,Stairs,data/citywide/images/356/83871/81665__AST_EX_20250505_104847.jpeg,,1 railing,Concrete,,At-Grade,,
83874,AST_IM_20210729_161121.jpeg,8735,Stairs,data/citywide/images/356/83874/8735__AST_IM_20210729_161121.jpeg,,1 railing,Metal,,Elevated,,
83874,AST_EX_20250505_104653.jpeg,81354,Stairs,data/citywide/images/356/83874/81354__AST_EX_20250505_104653.jpeg,,1 railing,Metal,,Elevated,,
83915,MI_20210727_152758.jpg,9237,Stairs,data/citywide/images/356/83915/9237__MI_20210727_152758.jpg,,2 railings,Timber/Wood,,Elevated,,
83940,AST_IM_20210724_082534.jpeg,9124,Stairs,data/citywide/images/356/83940/9124__AST_IM_20210724_082534.jpeg,,No railings,Timber/Wood,,At-Grade,,
84856,AST_IM_20210804_113016.jpeg,10596,Stairs,data/citywide/images/356/84856/10596__AST_IM_20210804_113016.jpeg,,No railings,Timber/Wood,,At-Grade,,
84944,AST_IM_20210805_132533.jpeg,10967,Stairs,data/citywide/images/356/84944/10967__AST_IM_20210805_132533.jpeg,,2 railings,Timber/Wood,,Elevated,,
85087,MI_20210805_111305.jpg,11264,Stairs,data/citywide/images/356/85087/11264__MI_20210805_111305.jpg,,2 railings,Metal,,Elevated,,
85475,AST_IM_20210804_104458.jpeg,12424,Stairs,data/citywide/images/356/85475/12424__AST_IM_20210804_104458.jpeg,,No railings,Timber/Wood,,At-Grade,,
85476,AST_IM_20210804_104927.jpeg,12431,Stairs,data/citywide/images/356/85476/12431__AST_IM_20210804_104927.jpeg,,No railings,Timber/Wood,,,,
85480,AST_IM_20210804_110518.jpeg,12416,Stairs,data/citywide/images/356/85480/12416__AST_IM_20210804_110518.jpeg,,No railings,Timber/Wood,,At-Grade,,
85481,AST_IM_20210804_105202.jpeg,12425,Stairs,data/citywide/images/356/85481/12425__AST_IM_20210804_105202.jpeg,,No railings,Timber/Wood,,At-Grade,,
85483,AST_IM_20210804_110700.jpeg,12415,Stairs,data/citywide/images/356/85483/12415__AST_IM_20210804_110700.jpeg,,No railings,Box Step,,At-Grade,,
85483,AST_EX_20241030_132317.jpeg,77636,Stairs,data/citywide/images/356/85483/77636__AST_EX_20241030_132317.jpeg,,No railings,Box Step,,At-Grade,,
85486,AST_IM_20210804_110811.jpeg,12414,Stairs,data/citywide/images/356/85486/12414__AST_IM_20210804_110811.jpeg,,No railings,Earth-Filled,,,,
85488,AST_IM_20210804_110935.jpeg,12411,Stairs,data/citywide/images/356/85488/12411__AST_IM_20210804_110935.jpeg,,No railings,Timber/Wood,,Elevated,,
85489,AST_IM_20210804_111005.jpeg,12410,Stairs,data/citywide/images/356/85489/12410__AST_IM_20210804_111005.jpeg,,No railings,Timber/Wood,,At-Grade,,
85492,AST_IM_20210804_105826.jpeg,12423,Stairs,data/citywide/images/356/85492/12423__AST_IM_20210804_105826.jpeg,,No railings,Earth-Filled,,,,
85493,AST_IM_20210804_110436.jpeg,12419,Stairs,data/citywide/images/356/85493/12419__AST_IM_20210804_110436.jpeg,,No railings,Timber/Wood,,At-Grade,,
85494,AST_IM_20210804_111252.jpeg,12408,Stairs,data/citywide/images/356/85494/12408__AST_IM_20210804_111252.jpeg,,No railings,Timber/Wood,,At-Grade,,
85496,AST_IM_20210804_111031.jpeg,12409,Stairs,data/citywide/images/356/85496/12409__AST_IM_20210804_111031.jpeg,,No railings,Timber/Wood,,Elevated,,
85499,AST_IM_20210804_110839.jpeg,12413,Stairs,data/citywide/images/356/85499/12413__AST_IM_20210804_110839.jpeg,,No railings,Timber/Wood,,At-Grade,,
85958,AST_IM_20210811_114932.jpeg,13027,Stairs,data/citywide/images/356/85958/13027__AST_IM_20210811_114932.jpeg,,No railings,Concrete,,At-Grade,,
85964,AST_IM_20210811_133714.jpeg,12979,Stairs,data/citywide/images/356/85964/12979__AST_IM_20210811_133714.jpeg,,No railings,Concrete,,At-Grade,,
85966,AST_IM_20210811_133153.jpeg,12983,Stairs,data/citywide/images/356/85966/12983__AST_IM_20210811_133153.jpeg,,No railings,Concrete,,At-Grade,,
85989,AST_EX_20250730_120953.jpeg,85684,Stairs,data/citywide/images/356/85989/85684__AST_EX_20250730_120953.jpeg,,No railings,Timber/Wood,3.0,At-Grade,,few (<10)
86044,AST_EX_20250730_124446.jpeg,85681,Stairs,data/citywide/images/356/86044/85681__AST_EX_20250730_124446.jpeg,,No railings,Earth-Filled,,,,
86053,AST_IM_20210811_133919.jpeg,13291,Stairs,data/citywide/images/356/86053/13291__AST_IM_20210811_133919.jpeg,,No railings,Timber/Wood,,At-Grade,,
86062,AST_IM_20210811_134500.jpeg,13285,Stairs,data/citywide/images/356/86062/13285__AST_IM_20210811_134500.jpeg,,No railings,Timber/Wood,,,,
86091,AST_IM_20210811_141226.jpeg,13281,Stairs,data/citywide/images/356/86091/13281__AST_IM_20210811_141226.jpeg,,No railings,Timber/Wood,,Elevated,,
86094,AST_EX_20250730_130132.jpeg,85680,Stairs,data/citywide/images/356/86094/85680__AST_EX_20250730_130132.jpeg,,No railings,Box Step,,At-Grade,,
86102,AST_IM_20210811_134204.jpeg,13287,Stairs,data/citywide/images/356/86102/13287__AST_IM_20210811_134204.jpeg,,No railings,Timber/Wood,,Elevated,,
86102,AST_IM_20210811_134119.jpeg,13288,Stairs,data/citywide/images/356/86102/13288__AST_IM_20210811_134119.jpeg,,No railings,Timber/Wood,,Elevated,,
86143,AST_IM_20210811_151744.jpeg,13191,Stairs,data/citywide/images/356/86143/13191__AST_IM_20210811_151744.jpeg,,No railings,Timber/Wood,,Elevated,,
86143,AST_IM_20210811_151705.jpeg,13192,Stairs,data/citywide/images/356/86143/13192__AST_IM_20210811_151705.jpeg,,No railings,Timber/Wood,,Elevated,,
86156,AST_IM_20210811_160657.jpeg,13154,Stairs,data/citywide/images/356/86156/13154__AST_IM_20210811_160657.jpeg,,No railings,Timber/Wood,,Elevated,,
86159,AST_IM_20210811_160007.jpeg,13177,Stairs,data/citywide/images/356/86159/13177__AST_IM_20210811_160007.jpeg,,No railings,Timber/Wood,,Elevated,,
86174,AST_IM_20210811_160904.jpeg,13144,Stairs,data/citywide/images/356/86174/13144__AST_IM_20210811_160904.jpeg,,No railings,Timber/Wood,,Elevated,,
86209,AST_IM_20210811_164532.jpeg,13090,Stairs,data/citywide/images/356/86209/13090__AST_IM_20210811_164532.jpeg,,No railings,Timber/Wood,,Elevated,,
86238,AST_IM_20210811_165056.jpeg,13092,Stairs,data/citywide/images/356/86238/13092__AST_IM_20210811_165056.jpeg,,No railings,Timber/Wood,,At-Grade,,
86246,AST_IM_20210811_163112.jpeg,13106,Stairs,data/citywide/images/356/86246/13106__AST_IM_20210811_163112.jpeg,,No railings,Timber/Wood,,Elevated,,
86259,AST_IM_20210811_171119.jpeg,13056,Stairs,data/citywide/images/356/86259/13056__AST_IM_20210811_171119.jpeg,,No railings,Timber/Wood,,Elevated,,
86617,AST_IM_20210813_111302.jpeg,14378,Stairs,data/citywide/images/356/86617/14378__AST_IM_20210813_111302.jpeg,,No railings,Concrete,,At-Grade,,
86620,AST_IM_20210813_111720.jpeg,14375,Stairs,data/citywide/images/356/86620/14375__AST_IM_20210813_111720.jpeg,,No railings,Concrete,,At-Grade,,
86623,AST_IM_20210813_124840.jpeg,14320,Stairs,data/citywide/images/356/86623/14320__AST_IM_20210813_124840.jpeg,,No railings,Concrete,,At-Grade,,
86623,AST_EX_20220623_144234.jpeg,48519,Stairs,data/citywide/images/356/86623/48519__AST_EX_20220623_144234.jpeg,,No railings,Concrete,,At-Grade,,
86680,AST_IM_20210813_135142.jpeg,14657,Stairs,data/citywide/images/356/86680/14657__AST_IM_20210813_135142.jpeg,,2 railings,Concrete,,At-Grade,,
86680,AST_EX_20250918_114302.jpeg,88326,Stairs,data/citywide/images/356/86680/88326__AST_EX_20250918_114302.jpeg,,2 railings,Concrete,,At-Grade,,
87005,AST_EX_20220712_155137.jpeg,53601,Stairs,data/citywide/images/356/87005/53601__AST_EX_20220712_155137.jpeg,,2 railings,Rock/Stone,,At-Grade,,
87019,AST_IM_20210817_120641.jpeg,15607,Stairs,data/citywide/images/356/87019/15607__AST_IM_20210817_120641.jpeg,,No railings,Concrete,,At-Grade,,
87326,AST_IM_20210820_113737.jpeg,16991,Stairs,data/citywide/images/356/87326/16991__AST_IM_20210820_113737.jpeg,,No railings,Rock/Stone,,At-Grade,,
87341,AST_IM_20210820_140036.jpeg,16928,Stairs,data/citywide/images/356/87341/16928__AST_IM_20210820_140036.jpeg,,,Concrete,,At-Grade,,
87713,AST_IM_20210823_144317.jpeg,18079,Stairs,data/citywide/images/356/87713/18079__AST_IM_20210823_144317.jpeg,,1 railing,Box Step,,At-Grade,,
87717,AST_IM_20210823_144251.jpeg,18085,Stairs,data/citywide/images/356/87717/18085__AST_IM_20210823_144251.jpeg,,No railings,Rock/Stone,,At-Grade,,
88086,AST_IM_20210826_120429.jpeg,18848,Stairs,data/citywide/images/356/88086/18848__AST_IM_20210826_120429.jpeg,,1 railing,Box Step,,At-Grade,,
88087,AST_IM_20210826_120506.jpeg,18826,Stairs,data/citywide/images/356/88087/18826__AST_IM_20210826_120506.jpeg,,,Box Step,,At-Grade,,
88091,AST_IM_20210826_120545.jpeg,18845,Stairs,data/citywide/images/356/88091/18845__AST_IM_20210826_120545.jpeg,,,Box Step,,At-Grade,,
88110,AST_EX_20241206_115433.jpeg,77973,Stairs,data/citywide/images/356/88110/77973__AST_EX_20241206_115433.jpeg,,,Timber/Wood,,At-Grade,,
87005,MI_20210816_150601.jpg,16380,Stairs,data/citywide/images/356/87005/16380__MI_20210816_150601.jpg,,2 railings,Rock/Stone,,At-Grade,,
88110,AST_IM_20210826_140903.jpeg,18811,Stairs,data/citywide/images/356/88110/18811__AST_IM_20210826_140903.jpeg,,,Timber/Wood,,At-Grade,,
88111,AST_IM_20210826_143953.jpeg,18815,Stairs,data/citywide/images/356/88111/18815__AST_IM_20210826_143953.jpeg,,,Timber/Wood,,At-Grade,,
88120,AST_IM_20210826_143818.jpeg,18825,Stairs,data/citywide/images/356/88120/18825__AST_IM_20210826_143818.jpeg,,,Timber/Wood,,At-Grade,,
88138,MI_20210826_114617.jpg,18870,Stairs,data/citywide/images/356/88138/18870__MI_20210826_114617.jpg,,,Timber/Wood,,At-Grade,,
88122,AST_IM_20210826_143726.jpeg,18803,Stairs,data/citywide/images/356/88122/18803__AST_IM_20210826_143726.jpeg,,,Timber/Wood,,At-Grade,,
88123,AST_IM_20210826_145250.jpeg,18813,Stairs,data/citywide/images/356/88123/18813__AST_IM_20210826_145250.jpeg,,,Timber/Wood,,At-Grade,,
88137,MI_20210826_114546.jpg,18860,Stairs,data/citywide/images/356/88137/18860__MI_20210826_114546.jpg,,,Timber/Wood,,At-Grade,,
88149,MI_20210826_114323.jpg,18890,Stairs,data/citywide/images/356/88149/18890__MI_20210826_114323.jpg,,,Timber/Wood,,At-Grade,,
88156,MI_20210826_143701.jpg,18901,Stairs,data/citywide/images/356/88156/18901__MI_20210826_143701.jpg,,,Timber/Wood,,At-Grade,,
88161,MI_20210826_115850.jpg,18872,Stairs,data/citywide/images/356/88161/18872__MI_20210826_115850.jpg,,,Timber/Wood,,At-Grade,,
88162,MI_20210826_115555.jpg,18899,Stairs,data/citywide/images/356/88162/18899__MI_20210826_115555.jpg,,,Timber/Wood,,At-Grade,,
88164,MI_20210826_142422.jpg,18881,Stairs,data/citywide/images/356/88164/18881__MI_20210826_142422.jpg,,,Timber/Wood,,At-Grade,,
88165,MI_20210826_115218.jpg,18903,Stairs,data/citywide/images/356/88165/18903__MI_20210826_115218.jpg,,,Timber/Wood,,At-Grade,,
88172,MI_20210826_115817.jpg,18891,Stairs,data/citywide/images/356/88172/18891__MI_20210826_115817.jpg,,,Timber/Wood,,At-Grade,,
88173,MI_20210826_114432.jpg,18868,Stairs,data/citywide/images/356/88173/18868__MI_20210826_114432.jpg,,,Timber/Wood,,At-Grade,,
88198,AST_EX_20241025_092917.jpeg,76409,Stairs,data/citywide/images/356/88198/76409__AST_EX_20241025_092917.jpeg,,1 railing,Timber/Wood,,Elevated,,
88176,MI_20210826_115954.jpg,18889,Stairs,data/citywide/images/356/88176/18889__MI_20210826_115954.jpg,,,Timber/Wood,,At-Grade,,
88177,MI_20210826_115409.jpg,18887,Stairs,data/citywide/images/356/88177/18887__MI_20210826_115409.jpg,,,Timber/Wood,,At-Grade,,
88178,MI_20210826_143857.jpg,18898,Stairs,data/citywide/images/356/88178/18898__MI_20210826_143857.jpg,,,Timber/Wood,,At-Grade,,
88207,AST_IM_20210827_155003.jpeg,19017,Stairs,data/citywide/images/356/88207/19017__AST_IM_20210827_155003.jpeg,,1 railing,Timber/Wood,,Elevated,,
88205,AST_IM_20210827_155108.jpeg,19013,Stairs,data/citywide/images/356/88205/19013__AST_IM_20210827_155108.jpeg,,No railings,Timber/Wood,,Elevated,,
88271,AST_IM_20210829_092520.jpeg,19198,Stairs,data/citywide/images/356/88271/19198__AST_IM_20210829_092520.jpeg,,,Box Step,,At-Grade,,
88271,AST_EX_20240817_171600.jpeg,72604,Stairs,data/citywide/images/356/88271/72604__AST_EX_20240817_171600.jpeg,,,Box Step,,At-Grade,,
88207,AST_IM_20210827_154932.jpeg,19019,Stairs,data/citywide/images/356/88207/19019__AST_IM_20210827_154932.jpeg,,1 railing,Timber/Wood,,Elevated,,
88460,MI_20240608_085450.jpg,69355,Stairs,data/citywide/images/356/88460/69355__MI_20240608_085450.jpg,,,Box Step,,At-Grade,,
88460,AST_EX_20250630_101017.jpeg,84125,Stairs,data/citywide/images/356/88460/84125__AST_EX_20250630_101017.jpeg,,,Box Step,,At-Grade,,
88460,AST_EX_20250630_100924.jpeg,84126,Stairs,data/citywide/images/356/88460/84126__AST_EX_20250630_100924.jpeg,,,Box Step,,At-Grade,,
88460,AST_EX_20250630_100944.jpeg,84127,Stairs,data/citywide/images/356/88460/84127__AST_EX_20250630_100944.jpeg,,,Box Step,,At-Grade,,
88491,MI_20240610_094812.jpg,69573,Stairs,data/citywide/images/356/88491/69573__MI_20240610_094812.jpg,,,Box Step,,At-Grade,,
88491,MI_20240610_100252.jpg,69577,Stairs,data/citywide/images/356/88491/69577__MI_20240610_100252.jpg,,,Box Step,,At-Grade,,
88491,MI_20240610_094713.jpg,69581,Stairs,data/citywide/images/356/88491/69581__MI_20240610_094713.jpg,,,Box Step,,At-Grade,,
88491,20240624_152532.jpg,77623,Stairs,data/citywide/images/356/88491/77623__20240624_152532.jpg,,,Box Step,,At-Grade,,
88491,242905693_.jpg,88726,Stairs,data/citywide/images/356/88491/88726__242905693_.jpg,,,Box Step,,At-Grade,,
88507,MI_20210907_133440.jpg,20082,Stairs,data/citywide/images/356/88507/20082__MI_20210907_133440.jpg,,,Timber/Wood,,At-Grade,,
88507,AST_EX_20220726_181012.jpeg,56147,Stairs,data/citywide/images/356/88507/56147__AST_EX_20220726_181012.jpeg,,,Timber/Wood,,At-Grade,,
89201,AST_IM_20210915_122735.jpeg,21740,Stairs,data/citywide/images/356/89201/21740__AST_IM_20210915_122735.jpeg,,1 railing,Box Step,,At-Grade,,
89201,AST_EX_20250515_134802.jpeg,82078,Stairs,data/citywide/images/356/89201/82078__AST_EX_20250515_134802.jpeg,,1 railing,Box Step,,At-Grade,,
89202,AST_IM_20210915_122337.jpeg,21735,Stairs,data/citywide/images/356/89202/21735__AST_IM_20210915_122337.jpeg,,1 railing,Concrete,,At-Grade,,
89202,AST_EX_20250515_134202.jpeg,82074,Stairs,data/citywide/images/356/89202/82074__AST_EX_20250515_134202.jpeg,,1 railing,Concrete,,At-Grade,,
88210,AST_IM_20210827_155226.jpeg,19014,Stairs,data/citywide/images/356/88210/19014__AST_IM_20210827_155226.jpeg,,1 railing,Timber/Wood,,Elevated,,
89546,AST_IM_20210918_124655.jpeg,22465,Stairs,data/citywide/images/356/89546/22465__AST_IM_20210918_124655.jpeg,,,Concrete,,At-Grade,,
89549,AST_IM_20210918_124552.jpeg,22424,Stairs,data/citywide/images/356/89549/22424__AST_IM_20210918_124552.jpeg,,,Concrete,,At-Grade,,
89561,AST_IM_20210918_124449.jpeg,22407,Stairs,data/citywide/images/356/89561/22407__AST_IM_20210918_124449.jpeg,,,Concrete,,At-Grade,,
89567,AST_IM_20210918_124623.jpeg,22429,Stairs,data/citywide/images/356/89567/22429__AST_IM_20210918_124623.jpeg,,,Concrete,,At-Grade,,
89639,AST_IM_20210916_154427.jpeg,22685,Stairs,data/citywide/images/356/89639/22685__AST_IM_20210916_154427.jpeg,,No railings,Rock/Stone,,At-Grade,,
88398,AST_IM_20210902_125320.jpeg,19624,Stairs,data/citywide/images/356/88398/19624__AST_IM_20210902_125320.jpeg,,No railings,Timber/Wood,,Elevated,,
88210,AST_IM_20210827_155143.jpeg,19015,Stairs,data/citywide/images/356/88210/19015__AST_IM_20210827_155143.jpeg,,1 railing,Timber/Wood,,Elevated,,
89332,AST_IM_20210916_152752.jpeg,21819,Stairs,data/citywide/images/356/89332/21819__AST_IM_20210916_152752.jpeg,,1 railing,Concrete,,At-Grade,,
89639,AST_EX_20220712_113456.jpeg,53333,Stairs,data/citywide/images/356/89639/53333__AST_EX_20220712_113456.jpeg,,No railings,Rock/Stone,,At-Grade,,
89718,IMG_0676.JPG,22899,Stairs,data/citywide/images/356/89718/22899__IMG_0676.JPG,,No railings,Box Step,,At-Grade,,
89718,s16stairs4.jpg,76061,Stairs,data/citywide/images/356/89718/76061__s16stairs4.jpg,,No railings,Box Step,,At-Grade,,
89719,IMG_0681.JPG,22903,Stairs,data/citywide/images/356/89719/22903__IMG_0681.JPG,,No railings,Box Step,,At-Grade,,
89719,s20.jpg,76065,Stairs,data/citywide/images/356/89719/76065__s20.jpg,,No railings,Box Step,,At-Grade,,
89719,s21.jpg,76066,Stairs,data/citywide/images/356/89719/76066__s21.jpg,,No railings,Box Step,,At-Grade,,
89730,IMG_0671.JPG,22876,Stairs,data/citywide/images/356/89730/22876__IMG_0671.JPG,,No railings,Box Step,,At-Grade,,
89730,s9stairs1.jpg,76051,Stairs,data/citywide/images/356/89730/76051__s9stairs1.jpg,,No railings,Box Step,,At-Grade,,
89732,IMG_0685.JPG,22907,Stairs,data/citywide/images/356/89732/22907__IMG_0685.JPG,,No railings,Box Step,,At-Grade,,
89732,s23.jpg,76068,Stairs,data/citywide/images/356/89732/76068__s23.jpg,,No railings,Box Step,,At-Grade,,
89733,IMG_0689.JPG,22909,Stairs,data/citywide/images/356/89733/22909__IMG_0689.JPG,,No railings,Box Step,,At-Grade,,
89733,s24.jpg,76069,Stairs,data/citywide/images/356/89733/76069__s24.jpg,,No railings,Box Step,,At-Grade,,
89733,s25.jpg,76070,Stairs,data/citywide/images/356/89733/76070__s25.jpg,,No railings,Box Step,,At-Grade,,
89735,IMG_0690.JPG,22911,Stairs,data/citywide/images/356/89735/22911__IMG_0690.JPG,,No railings,Box Step,,At-Grade,,
89735,s27.jpg,76072,Stairs,data/citywide/images/356/89735/76072__s27.jpg,,No railings,Box Step,,At-Grade,,
90350,AST_IM_20210922_130006.jpeg,23770,Stairs,data/citywide/images/356/90350/23770__AST_IM_20210922_130006.jpeg,,,,,At-Grade,,
91224,AST_IM_20211002_115154.jpeg,25140,Stairs,data/citywide/images/356/91224/25140__AST_IM_20211002_115154.jpeg,,,Rock/Stone,,At-Grade,,
91434,AST_IM_20211006_115537.jpeg,25852,Stairs,data/citywide/images/356/91434/25852__AST_IM_20211006_115537.jpeg,,1 railing,Timber/Wood,4.0,Elevated,,few (<10)
91434,AST_IM_20211006_115410.jpeg,25856,Stairs,data/citywide/images/356/91434/25856__AST_IM_20211006_115410.jpeg,,1 railing,Timber/Wood,4.0,Elevated,,few (<10)
91434,AST_IM_20211006_115516.jpeg,25857,Stairs,data/citywide/images/356/91434/25857__AST_IM_20211006_115516.jpeg,,1 railing,Timber/Wood,4.0,Elevated,,few (<10)
91434,AST_IM_20211006_115734.jpeg,25858,Stairs,data/citywide/images/356/91434/25858__AST_IM_20211006_115734.jpeg,,1 railing,Timber/Wood,4.0,Elevated,,few (<10)
91434,AST_IM_20211006_115525.jpeg,25860,Stairs,data/citywide/images/356/91434/25860__AST_IM_20211006_115525.jpeg,,1 railing,Timber/Wood,4.0,Elevated,,few (<10)
91439,AST_IM_20211006_120718.jpeg,25841,Stairs,data/citywide/images/356/91439/25841__AST_IM_20211006_120718.jpeg,,No railings,,,,,
91857,AST_IM_20211013_114317.jpeg,26434,Stairs,data/citywide/images/356/91857/26434__AST_IM_20211013_114317.jpeg,,No railings,Box Step,,At-Grade,,
91857,AST_IM_20211013_114346.jpeg,26438,Stairs,data/citywide/images/356/91857/26438__AST_IM_20211013_114346.jpeg,,No railings,Box Step,,At-Grade,,
91857,AST_EX_20250122_135636.jpeg,78577,Stairs,data/citywide/images/356/91857/78577__AST_EX_20250122_135636.jpeg,,No railings,Box Step,,At-Grade,,
91857,AST_EX_20250122_135648.jpeg,78581,Stairs,data/citywide/images/356/91857/78581__AST_EX_20250122_135648.jpeg,,No railings,Box Step,,At-Grade,,
91857,AST_EX_20250122_135618.jpeg,78582,Stairs,data/citywide/images/356/91857/78582__AST_EX_20250122_135618.jpeg,,No railings,Box Step,,At-Grade,,
91857,AST_EX_20250122_135552.jpeg,78583,Stairs,data/citywide/images/356/91857/78583__AST_EX_20250122_135552.jpeg,,No railings,Box Step,,At-Grade,,
91857,AST_EX_20250122_135607.jpeg,78584,Stairs,data/citywide/images/356/91857/78584__AST_EX_20250122_135607.jpeg,,No railings,Box Step,,At-Grade,,
92005,AST_IM_20211013_093533.jpeg,27334,Stairs,data/citywide/images/356/92005/27334__AST_IM_20211013_093533.jpeg,,No railings,Box Step,,At-Grade,,
92007,AST_IM_20211013_094027.jpeg,27344,Stairs,data/citywide/images/356/92007/27344__AST_IM_20211013_094027.jpeg,,No railings,Timber/Wood,,At-Grade,,
92015,AST_IM_20211013_101606.jpeg,27338,Stairs,data/citywide/images/356/92015/27338__AST_IM_20211013_101606.jpeg,,No railings,Timber/Wood,,At-Grade,,
92019,AST_IM_20211013_105824.jpeg,27322,Stairs,data/citywide/images/356/92019/27322__AST_IM_20211013_105824.jpeg,,No railings,Box Step,,At-Grade,,
92032,AST_IM_20211013_120027.jpeg,27286,Stairs,data/citywide/images/356/92032/27286__AST_IM_20211013_120027.jpeg,,,Box Step,,At-Grade,,
92032,AST_IM_20211013_115943.jpeg,27288,Stairs,data/citywide/images/356/92032/27288__AST_IM_20211013_115943.jpeg,,,Box Step,,At-Grade,,
92047,AST_IM_20211013_101457.jpeg,27343,Stairs,data/citywide/images/356/92047/27343__AST_IM_20211013_101457.jpeg,,No railings,Box Step,,At-Grade,,
92052,AST_IM_20211013_104403.jpeg,27303,Stairs,data/citywide/images/356/92052/27303__AST_IM_20211013_104403.jpeg,,,Box Step,,At-Grade,,
92055,AST_IM_20211013_102822.jpeg,27325,Stairs,data/citywide/images/356/92055/27325__AST_IM_20211013_102822.jpeg,,No railings,Box Step,,At-Grade,,
92059,AST_IM_20211013_113341.jpeg,27290,Stairs,data/citywide/images/356/92059/27290__AST_IM_20211013_113341.jpeg,,,Timber/Wood,,At-Grade,,
92067,AST_IM_20211013_102928.jpeg,27362,Stairs,data/citywide/images/356/92067/27362__AST_IM_20211013_102928.jpeg,,No railings,,,Other,,
92067,AST_IM_20211013_102955.jpeg,27377,Stairs,data/citywide/images/356/92067/27377__AST_IM_20211013_102955.jpeg,,No railings,,,Other,,
92067,AST_IM_20211013_102919.jpeg,27378,Stairs,data/citywide/images/356/92067/27378__AST_IM_20211013_102919.jpeg,,No railings,,,Other,,
92068,AST_IM_20211013_102444.jpeg,27367,Stairs,data/citywide/images/356/92068/27367__AST_IM_20211013_102444.jpeg,,No railings,Box Step,,At-Grade,,
92068,AST_IM_20211013_102417.jpeg,27384,Stairs,data/citywide/images/356/92068/27384__AST_IM_20211013_102417.jpeg,,No railings,Box Step,,At-Grade,,
92068,AST_IM_20211013_102425.jpeg,27389,Stairs,data/citywide/images/356/92068/27389__AST_IM_20211013_102425.jpeg,,No railings,Box Step,,At-Grade,,
92076,AST_IM_20211013_094120.jpeg,27388,Stairs,data/citywide/images/356/92076/27388__AST_IM_20211013_094120.jpeg,,No railings,Box Step,,At-Grade,,
92077,AST_IM_20211013_094030.jpeg,27386,Stairs,data/citywide/images/356/92077/27386__AST_IM_20211013_094030.jpeg,,No railings,Box Step,,At-Grade,,
92077,AST_IM_20211013_094002.jpeg,27397,Stairs,data/citywide/images/356/92077/27397__AST_IM_20211013_094002.jpeg,,No railings,Box Step,,At-Grade,,
92084,AST_IM_20211013_105834.jpeg,27372,Stairs,data/citywide/images/356/92084/27372__AST_IM_20211013_105834.jpeg,,No railings,Box Step,,At-Grade,,
92085,AST_IM_20211013_093835.jpeg,27387,Stairs,data/citywide/images/356/92085/27387__AST_IM_20211013_093835.jpeg,,No railings,Box Step,,At-Grade,,
92085,AST_IM_20211013_093846.jpeg,27395,Stairs,data/citywide/images/356/92085/27395__AST_IM_20211013_093846.jpeg,,No railings,Box Step,,At-Grade,,
92429,AST_IM_20211019_145424.jpeg,28287,Stairs,data/citywide/images/356/92429/28287__AST_IM_20211019_145424.jpeg,,No railings,Rock/Stone,,At-Grade,,
92429,AST_IM_20211019_145442.jpeg,28304,Stairs,data/citywide/images/356/92429/28304__AST_IM_20211019_145442.jpeg,,No railings,Rock/Stone,,At-Grade,,
92429,AST_EX_20250121_120502.jpeg,78501,Stairs,data/citywide/images/356/92429/78501__AST_EX_20250121_120502.jpeg,,No railings,Rock/Stone,,At-Grade,,
92429,AST_EX_20250121_120553.jpeg,78507,Stairs,data/citywide/images/356/92429/78507__AST_EX_20250121_120553.jpeg,,No railings,Rock/Stone,,At-Grade,,
92429,AST_EX_20250121_120536.jpeg,78508,Stairs,data/citywide/images/356/92429/78508__AST_EX_20250121_120536.jpeg,,No railings,Rock/Stone,,At-Grade,,
92429,AST_EX_20250121_120522.jpeg,78527,Stairs,data/citywide/images/356/92429/78527__AST_EX_20250121_120522.jpeg,,No railings,Rock/Stone,,At-Grade,,
92431,AST_IM_20211019_135823.jpeg,28318,Stairs,data/citywide/images/356/92431/28318__AST_IM_20211019_135823.jpeg,,1 railing,Rock/Stone,,At-Grade,,
92431,AST_EX_20220725_123321.jpeg,55970,Stairs,data/citywide/images/356/92431/55970__AST_EX_20220725_123321.jpeg,,1 railing,Rock/Stone,,At-Grade,,
92431,AST_EX_20250121_122744.jpeg,78506,Stairs,data/citywide/images/356/92431/78506__AST_EX_20250121_122744.jpeg,,1 railing,Rock/Stone,,At-Grade,,
92431,AST_EX_20250121_122603.jpeg,78515,Stairs,data/citywide/images/356/92431/78515__AST_EX_20250121_122603.jpeg,,1 railing,Rock/Stone,,At-Grade,,
92431,AST_EX_20250121_122619.jpeg,78531,Stairs,data/citywide/images/356/92431/78531__AST_EX_20250121_122619.jpeg,,1 railing,Rock/Stone,,At-Grade,,
92432,AST_IM_20211019_133230.jpeg,28283,Stairs,data/citywide/images/356/92432/28283__AST_IM_20211019_133230.jpeg,,1 railing,Box Step,,At-Grade,,
