asset_id,filename,file_id,profile_name,image_path,attr_decking_material,attr_fall_height,attr_has_edge_guard,attr_has_pedestrian_railing,attr_length,attr_structure_material,attr_width,length_bin,width_bin,fall_height_bin
91716,AST_EX_20241004_124716.jpeg,74901,Boardwalk < 1.2m High,data/citywide/images/337/91716/74901__AST_EX_20241004_124716.jpeg,Timber,,,No railings,6.1,,1.15,short (<20m),standard (0.9-1.5m),
91716,AST_EX_20241004_124706.jpeg,74902,Boardwalk < 1.2m High,data/citywide/images/337/91716/74902__AST_EX_20241004_124706.jpeg,Timber,,,No railings,6.1,,1.15,short (<20m),standard (0.9-1.5m),
91716,AST_EX_20241016_130003.jpeg,75277,Boardwalk < 1.2m High,data/citywide/images/337/91716/75277__AST_EX_20241016_130003.jpeg,Timber,,,No railings,6.1,,1.15,short (<20m),standard (0.9-1.5m),
91943,AST_IM_20211014_130744.jpeg,26925,Boardwalk < 1.2m High,data/citywide/images/337/91943/26925__AST_IM_20211014_130744.jpeg,Timber,,No,No railings,30.0,Timber,,medium (20-100m),,
91946,AST_IM_20211014_125223.jpeg,26937,Boardwalk < 1.2m High,data/citywide/images/337/91946/26937__AST_IM_20211014_125223.jpeg,Timber,,No,No railings,75.0,Timber,,medium (20-100m),,
92004,AST_IM_20211013_101040.jpeg,27340,Boardwalk < 1.2m High,data/citywide/images/337/92004/27340__AST_IM_20211013_101040.jpeg,Timber,,No,No railings,100.0,Timber,0.75,long (>100m),narrow (<0.9m),
92006,AST_IM_20211013_102444.jpeg,27313,Boardwalk < 1.2m High,data/citywide/images/337/92006/27313__AST_IM_20211013_102444.jpeg,Timber,,No,No railings,6.0,Timber,0.5,short (<20m),narrow (<0.9m),
92008,AST_IM_20211013_103618.jpeg,27293,Boardwalk < 1.2m High,data/citywide/images/337/92008/27293__AST_IM_20211013_103618.jpeg,Timber,,No,No railings,20.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
92009,AST_IM_20211013_103526.jpeg,27310,Boardwalk < 1.2m High,data/citywide/images/337/92009/27310__AST_IM_20211013_103526.jpeg,Timber,,No,No railings,17.0,Timber,0.5,short (<20m),narrow (<0.9m),
91436,AST_IM_20211006_114939.jpeg,25859,Boardwalk < 1.2m High,data/citywide/images/337/91436/25859__AST_IM_20211006_114939.jpeg,Timber,,No,No railings,,Timber,1.0,,standard (0.9-1.5m),
91443,AST_IM_20211006_120233.jpeg,25847,Boardwalk < 1.2m High,data/citywide/images/337/91443/25847__AST_IM_20211006_120233.jpeg,,,No,No railings,,,1.0,,standard (0.9-1.5m),
91578,AST_IM_20211010_133407.jpeg,26252,Boardwalk < 1.2m High,data/citywide/images/337/91578/26252__AST_IM_20211010_133407.jpeg,Timber,,No,No railings,,Timber,1.0,,standard (0.9-1.5m),
92012,AST_IM_20211013_105343.jpeg,27302,Boardwalk < 1.2m High,data/citywide/images/337/92012/27302__AST_IM_20211013_105343.jpeg,Timber,,No,No railings,30.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
92016,AST_IM_20211013_091502.jpeg,27330,Boardwalk < 1.2m High,data/citywide/images/337/92016/27330__AST_IM_20211013_091502.jpeg,Timber,,No,No railings,20.0,Timber,1.0,medium (20-100m),standard (0.9-1.5m),
92017,AST_IM_20211013_101247.jpeg,27335,Boardwalk < 1.2m High,data/citywide/images/337/92017/27335__AST_IM_20211013_101247.jpeg,Timber,,No,No railings,12.0,Timber,0.5,short (<20m),narrow (<0.9m),
92018,AST_IM_20211013_102018.jpeg,27316,Boardwalk < 1.2m High,data/citywide/images/337/92018/27316__AST_IM_20211013_102018.jpeg,Timber,,No,No railings,20.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
92020,AST_IM_20211013_103312.jpeg,27318,Boardwalk < 1.2m High,data/citywide/images/337/92020/27318__AST_IM_20211013_103312.jpeg,Timber,,No,No railings,8.0,Timber,0.75,short (<20m),narrow (<0.9m),
92021,AST_IM_20211013_102626.jpeg,27295,Boardwalk < 1.2m High,data/citywide/images/337/92021/27295__AST_IM_20211013_102626.jpeg,Timber,,No,No railings,5.0,Timber,0.5,short (<20m),narrow (<0.9m),
92022,AST_IM_20211013_110134.jpeg,27297,Boardwalk < 1.2m High,data/citywide/images/337/92022/27297__AST_IM_20211013_110134.jpeg,Timber,,No,No railings,35.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
92023,AST_IM_20211013_103857.jpeg,27291,Boardwalk < 1.2m High,data/citywide/images/337/92023/27291__AST_IM_20211013_103857.jpeg,Timber,,No,No railings,60.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
92024,AST_IM_20211013_105950.jpeg,27319,Boardwalk < 1.2m High,data/citywide/images/337/92024/27319__AST_IM_20211013_105950.jpeg,Timber,,No,No railings,30.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
92025,AST_IM_20211013_105617.jpeg,27301,Boardwalk < 1.2m High,data/citywide/images/337/92025/27301__AST_IM_20211013_105617.jpeg,Timber,,No,No railings,30.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
92026,AST_IM_20211013_112553.jpeg,27298,Boardwalk < 1.2m High,data/citywide/images/337/92026/27298__AST_IM_20211013_112553.jpeg,Timber,,No,No railings,5.0,Timber,0.75,short (<20m),narrow (<0.9m),
92027,AST_IM_20211013_103350.jpeg,27308,Boardwalk < 1.2m High,data/citywide/images/337/92027/27308__AST_IM_20211013_103350.jpeg,Timber,,No,No railings,25.0,Timber,0.5,medium (20-100m),narrow (<0.9m),
92028,AST_IM_20211013_103812.jpeg,27320,Boardwalk < 1.2m High,data/citywide/images/337/92028/27320__AST_IM_20211013_103812.jpeg,Timber,,No,No railings,25.0,Timber,0.5,medium (20-100m),narrow (<0.9m),
92029,AST_IM_20211013_112131.jpeg,27292,Boardwalk < 1.2m High,data/citywide/images/337/92029/27292__AST_IM_20211013_112131.jpeg,Timber,,No,No railings,9.0,Timber,0.75,short (<20m),narrow (<0.9m),
92030,AST_IM_20211013_113623.jpeg,27329,Boardwalk < 1.2m High,data/citywide/images/337/92030/27329__AST_IM_20211013_113623.jpeg,Timber,,No,No railings,15.0,Timber,0.5,short (<20m),narrow (<0.9m),
92031,AST_IM_20211013_102331.jpeg,27312,Boardwalk < 1.2m High,data/citywide/images/337/92031/27312__AST_IM_20211013_102331.jpeg,Timber,,No,No railings,5.0,Timber,0.25,short (<20m),narrow (<0.9m),
92034,AST_IM_20211013_100607.jpeg,27331,Boardwalk < 1.2m High,data/citywide/images/337/92034/27331__AST_IM_20211013_100607.jpeg,Timber,,No,No railings,12.0,Timber,0.75,short (<20m),narrow (<0.9m),
92035,AST_IM_20211013_110425.jpeg,27306,Boardwalk < 1.2m High,data/citywide/images/337/92035/27306__AST_IM_20211013_110425.jpeg,Timber,,No,No railings,7.0,Timber,0.75,short (<20m),narrow (<0.9m),
92036,AST_IM_20211013_114308.jpeg,27315,Boardwalk < 1.2m High,data/citywide/images/337/92036/27315__AST_IM_20211013_114308.jpeg,Timber,,No,No railings,10.0,Timber,0.5,short (<20m),narrow (<0.9m),
92037,AST_IM_20211013_111319.jpeg,27326,Boardwalk < 1.2m High,data/citywide/images/337/92037/27326__AST_IM_20211013_111319.jpeg,Timber,,No,No railings,20.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
92038,AST_IM_20211013_114649.jpeg,27287,Boardwalk < 1.2m High,data/citywide/images/337/92038/27287__AST_IM_20211013_114649.jpeg,Timber,,No,No railings,7.0,Timber,0.5,short (<20m),narrow (<0.9m),
92041,AST_IM_20211013_111705.jpeg,27296,Boardwalk < 1.2m High,data/citywide/images/337/92041/27296__AST_IM_20211013_111705.jpeg,Timber,,No,No railings,30.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
92042,AST_IM_20211013_110835.jpeg,27300,Boardwalk < 1.2m High,data/citywide/images/337/92042/27300__AST_IM_20211013_110835.jpeg,Timber,,No,No railings,10.0,Timber,0.75,short (<20m),narrow (<0.9m),
92043,AST_IM_20211013_114503.jpeg,27321,Boardwalk < 1.2m High,data/citywide/images/337/92043/27321__AST_IM_20211013_114503.jpeg,Timber,,No,No railings,10.0,Timber,0.5,short (<20m),narrow (<0.9m),
92043,AST_IM_20211013_114535.jpeg,27328,Boardwalk < 1.2m High,data/citywide/images/337/92043/27328__AST_IM_20211013_114535.jpeg,Timber,,No,No railings,10.0,Timber,0.5,short (<20m),narrow (<0.9m),
92044,AST_IM_20211013_111504.jpeg,27294,Boardwalk < 1.2m High,data/citywide/images/337/92044/27294__AST_IM_20211013_111504.jpeg,Timber,,No,No railings,12.0,Timber,0.75,short (<20m),narrow (<0.9m),
92045,AST_IM_20211013_104140.jpeg,27324,Boardwalk < 1.2m High,data/citywide/images/337/92045/27324__AST_IM_20211013_104140.jpeg,Timber,,No,No railings,15.0,Timber,0.5,short (<20m),narrow (<0.9m),
92046,AST_IM_20211013_113732.jpeg,27311,Boardwalk < 1.2m High,data/citywide/images/337/92046/27311__AST_IM_20211013_113732.jpeg,Timber,,No,No railings,25.0,Timber,0.5,medium (20-100m),narrow (<0.9m),
92048,AST_IM_20211013_110545.jpeg,27314,Boardwalk < 1.2m High,data/citywide/images/337/92048/27314__AST_IM_20211013_110545.jpeg,Timber,,No,No railings,20.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
92049,AST_IM_20211013_114025.jpeg,27307,Boardwalk < 1.2m High,data/citywide/images/337/92049/27307__AST_IM_20211013_114025.jpeg,Timber,,No,No railings,15.0,Timber,0.5,short (<20m),narrow (<0.9m),
92051,AST_IM_20211013_100726.jpeg,27332,Boardwalk < 1.2m High,data/citywide/images/337/92051/27332__AST_IM_20211013_100726.jpeg,Timber,,No,No railings,20.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
92053,AST_IM_20211013_113850.jpeg,27333,Boardwalk < 1.2m High,data/citywide/images/337/92053/27333__AST_IM_20211013_113850.jpeg,Timber,,No,No railings,70.0,Timber,0.5,medium (20-100m),narrow (<0.9m),
92054,AST_IM_20211013_103130.jpeg,27309,Boardwalk < 1.2m High,data/citywide/images/337/92054/27309__AST_IM_20211013_103130.jpeg,Timber,,No,No railings,25.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
92056,AST_IM_20211013_110051.jpeg,27299,Boardwalk < 1.2m High,data/citywide/images/337/92056/27299__AST_IM_20211013_110051.jpeg,Timber,,No,No railings,10.0,Timber,0.75,short (<20m),narrow (<0.9m),
92057,AST_IM_20211013_104827.jpeg,27304,Boardwalk < 1.2m High,data/citywide/images/337/92057/27304__AST_IM_20211013_104827.jpeg,Timber,,No,No railings,15.0,Timber,0.75,short (<20m),narrow (<0.9m),
92058,AST_IM_20211013_110207.jpeg,27289,Boardwalk < 1.2m High,data/citywide/images/337/92058/27289__AST_IM_20211013_110207.jpeg,Timber,,No,No railings,30.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
92060,AST_IM_20211013_114347.jpeg,27317,Boardwalk < 1.2m High,data/citywide/images/337/92060/27317__AST_IM_20211013_114347.jpeg,Timber,,No,No railings,12.0,Timber,0.5,short (<20m),narrow (<0.9m),
92064,AST_IM_20211013_102738.jpeg,27382,Boardwalk < 1.2m High,data/citywide/images/337/92064/27382__AST_IM_20211013_102738.jpeg,,,No,No railings,15.0,,1.0,short (<20m),standard (0.9-1.5m),
92064,AST_IM_20211013_102733.jpeg,27393,Boardwalk < 1.2m High,data/citywide/images/337/92064/27393__AST_IM_20211013_102733.jpeg,,,No,No railings,15.0,,1.0,short (<20m),standard (0.9-1.5m),
92064,AST_IM_20211013_102716.jpeg,27398,Boardwalk < 1.2m High,data/citywide/images/337/92064/27398__AST_IM_20211013_102716.jpeg,,,No,No railings,15.0,,1.0,short (<20m),standard (0.9-1.5m),
92064,AST_IM_20211013_102750.jpeg,27399,Boardwalk < 1.2m High,data/citywide/images/337/92064/27399__AST_IM_20211013_102750.jpeg,,,No,No railings,15.0,,1.0,short (<20m),standard (0.9-1.5m),
92066,AST_IM_20211013_103329.jpeg,27365,Boardwalk < 1.2m High,data/citywide/images/337/92066/27365__AST_IM_20211013_103329.jpeg,,,No,No railings,15.0,,1.0,short (<20m),standard (0.9-1.5m),
92066,AST_IM_20211013_103249.jpeg,27381,Boardwalk < 1.2m High,data/citywide/images/337/92066/27381__AST_IM_20211013_103249.jpeg,,,No,No railings,15.0,,1.0,short (<20m),standard (0.9-1.5m),
92069,AST_IM_20211013_111837.jpeg,27354,Boardwalk < 1.2m High,data/citywide/images/337/92069/27354__AST_IM_20211013_111837.jpeg,,,No,No railings,,,1.0,,standard (0.9-1.5m),
92070,AST_IM_20211013_114027.jpeg,27349,Boardwalk < 1.2m High,data/citywide/images/337/92070/27349__AST_IM_20211013_114027.jpeg,,,No,No railings,10.0,,1.0,short (<20m),standard (0.9-1.5m),
92071,AST_IM_20211013_104936.jpeg,27363,Boardwalk < 1.2m High,data/citywide/images/337/92071/27363__AST_IM_20211013_104936.jpeg,,,No,No railings,25.0,,1.0,medium (20-100m),standard (0.9-1.5m),
92072,AST_IM_20211013_105920.jpeg,27374,Boardwalk < 1.2m High,data/citywide/images/337/92072/27374__AST_IM_20211013_105920.jpeg,,,No,No railings,25.0,,1.0,medium (20-100m),standard (0.9-1.5m),
92073,AST_IM_20211013_110232.jpeg,27373,Boardwalk < 1.2m High,data/citywide/images/337/92073/27373__AST_IM_20211013_110232.jpeg,,,No,No railings,20.0,,1.0,medium (20-100m),standard (0.9-1.5m),
92073,AST_IM_20211013_110303.jpeg,27401,Boardwalk < 1.2m High,data/citywide/images/337/92073/27401__AST_IM_20211013_110303.jpeg,,,No,No railings,20.0,,1.0,medium (20-100m),standard (0.9-1.5m),
92074,AST_IM_20211013_100857.jpeg,27368,Boardwalk < 1.2m High,data/citywide/images/337/92074/27368__AST_IM_20211013_100857.jpeg,,,No,No railings,,,1.0,,standard (0.9-1.5m),
92074,AST_IM_20211013_100851.jpeg,27370,Boardwalk < 1.2m High,data/citywide/images/337/92074/27370__AST_IM_20211013_100851.jpeg,,,No,No railings,,,1.0,,standard (0.9-1.5m),
92075,AST_IM_20211013_110925.jpeg,27379,Boardwalk < 1.2m High,data/citywide/images/337/92075/27379__AST_IM_20211013_110925.jpeg,,,No,No railings,15.0,,1.0,short (<20m),standard (0.9-1.5m),
92079,AST_IM_20211013_110459.jpeg,27394,Boardwalk < 1.2m High,data/citywide/images/337/92079/27394__AST_IM_20211013_110459.jpeg,,,No,No railings,5.0,,1.0,short (<20m),standard (0.9-1.5m),
92080,AST_IM_20211013_101032.jpeg,27391,Boardwalk < 1.2m High,data/citywide/images/337/92080/27391__AST_IM_20211013_101032.jpeg,,,,,6.0,,,short (<20m),,
92081,AST_IM_20211013_105141.jpeg,27361,Boardwalk < 1.2m High,data/citywide/images/337/92081/27361__AST_IM_20211013_105141.jpeg,,,No,No railings,30.0,,1.0,medium (20-100m),standard (0.9-1.5m),
92082,AST_IM_20211013_103921.jpeg,27366,Boardwalk < 1.2m High,data/citywide/images/337/92082/27366__AST_IM_20211013_103921.jpeg,,,No,No railings,15.0,,1.0,short (<20m),standard (0.9-1.5m),
92083,AST_IM_20211013_111038.jpeg,27376,Boardwalk < 1.2m High,data/citywide/images/337/92083/27376__AST_IM_20211013_111038.jpeg,,,No,No railings,12.0,,1.0,short (<20m),standard (0.9-1.5m),
92086,AST_IM_20211013_104612.jpeg,27390,Boardwalk < 1.2m High,data/citywide/images/337/92086/27390__AST_IM_20211013_104612.jpeg,,,No,No railings,,,1.0,,standard (0.9-1.5m),
92087,AST_IM_20211013_114701.jpeg,27348,Boardwalk < 1.2m High,data/citywide/images/337/92087/27348__AST_IM_20211013_114701.jpeg,,,No,No railings,7.0,,1.0,short (<20m),standard (0.9-1.5m),
92088,AST_IM_20211013_110718.jpeg,27375,Boardwalk < 1.2m High,data/citywide/images/337/92088/27375__AST_IM_20211013_110718.jpeg,,,No,No railings,20.0,,1.0,medium (20-100m),standard (0.9-1.5m),
92088,AST_IM_20211013_110712.jpeg,27380,Boardwalk < 1.2m High,data/citywide/images/337/92088/27380__AST_IM_20211013_110712.jpeg,,,No,No railings,20.0,,1.0,medium (20-100m),standard (0.9-1.5m),
92089,AST_IM_20211013_103756.jpeg,27364,Boardwalk < 1.2m High,data/citywide/images/337/92089/27364__AST_IM_20211013_103756.jpeg,,,No,No railings,10.0,,1.0,short (<20m),standard (0.9-1.5m),
92089,AST_IM_20211013_103740.jpeg,27369,Boardwalk < 1.2m High,data/citywide/images/337/92089/27369__AST_IM_20211013_103740.jpeg,,,No,No railings,10.0,,1.0,short (<20m),standard (0.9-1.5m),
92091,AST_IM_20211013_105452.jpeg,27355,Boardwalk < 1.2m High,data/citywide/images/337/92091/27355__AST_IM_20211013_105452.jpeg,,,No,No railings,30.0,,1.0,medium (20-100m),standard (0.9-1.5m),
92091,AST_IM_20211013_105445.jpeg,27360,Boardwalk < 1.2m High,data/citywide/images/337/92091/27360__AST_IM_20211013_105445.jpeg,,,No,No railings,30.0,,1.0,medium (20-100m),standard (0.9-1.5m),
92099,AST_IM_20211015_142729.jpeg,27410,Boardwalk < 1.2m High,data/citywide/images/337/92099/27410__AST_IM_20211015_142729.jpeg,,,,No railings,,,,,,
92106,AST_IM_20211015_154233.jpeg,27415,Boardwalk < 1.2m High,data/citywide/images/337/92106/27415__AST_IM_20211015_154233.jpeg,,,,No railings,3.5,Timber,1.22,short (<20m),standard (0.9-1.5m),
92106,AST_EX_20241024_131056.jpeg,75739,Boardwalk < 1.2m High,data/citywide/images/337/92106/75739__AST_EX_20241024_131056.jpeg,,,,No railings,3.5,Timber,1.22,short (<20m),standard (0.9-1.5m),
92708,AST_IM_20211020_104758.jpeg,29022,Boardwalk < 1.2m High,data/citywide/images/337/92708/29022__AST_IM_20211020_104758.jpeg,,,,No railings,5.0,Timber,,short (<20m),,
92842,AST_IM_20211022_150443.jpeg,29456,Boardwalk < 1.2m High,data/citywide/images/337/92842/29456__AST_IM_20211022_150443.jpeg,Timber,,No,No railings,,,,,,
93025,AST_IM_20211029_130521.jpeg,29689,Boardwalk < 1.2m High,data/citywide/images/337/93025/29689__AST_IM_20211029_130521.jpeg,Timber,,No,No railings,,Timber,14.9,,wide (>1.5m),
93027,AST_IM_20211029_130327.jpeg,29690,Boardwalk < 1.2m High,data/citywide/images/337/93027/29690__AST_IM_20211029_130327.jpeg,Timber,,No,No railings,,Timber,5.0,,wide (>1.5m),
93028,AST_IM_20211029_140728.jpeg,29701,Boardwalk < 1.2m High,data/citywide/images/337/93028/29701__AST_IM_20211029_140728.jpeg,Timber,,No,No railings,,Timber,1.0,,standard (0.9-1.5m),
93030,AST_IM_20211029_125055.jpeg,29704,Boardwalk < 1.2m High,data/citywide/images/337/93030/29704__AST_IM_20211029_125055.jpeg,Timber,,No,No railings,,Timber,1.0,,standard (0.9-1.5m),
93032,AST_IM_20211029_125716.jpeg,29699,Boardwalk < 1.2m High,data/citywide/images/337/93032/29699__AST_IM_20211029_125716.jpeg,Timber,,No,No railings,,Timber,1.0,,standard (0.9-1.5m),
93034,AST_IM_20211029_131041.jpeg,29702,Boardwalk < 1.2m High,data/citywide/images/337/93034/29702__AST_IM_20211029_131041.jpeg,Timber,,No,No railings,,Timber,1.0,,standard (0.9-1.5m),
93039,AST_IM_20211029_143028.jpeg,29685,Boardwalk < 1.2m High,data/citywide/images/337/93039/29685__AST_IM_20211029_143028.jpeg,,,,No railings,14.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
93039,AST_IM_20211029_143022.jpeg,29686,Boardwalk < 1.2m High,data/citywide/images/337/93039/29686__AST_IM_20211029_143022.jpeg,,,,No railings,14.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
93042,AST_IM_20211029_125529.jpeg,29707,Boardwalk < 1.2m High,data/citywide/images/337/93042/29707__AST_IM_20211029_125529.jpeg,Timber,,No,No railings,,Timber,1.0,,standard (0.9-1.5m),
93372,AST_IM_20211104_130519.jpeg,30946,Boardwalk < 1.2m High,data/citywide/images/337/93372/30946__AST_IM_20211104_130519.jpeg,Timber,,,,95.0,Timber,1.5,medium (20-100m),wide (>1.5m),
93372,AST_EX_20230302_125131.jpeg,64674,Boardwalk < 1.2m High,data/citywide/images/337/93372/64674__AST_EX_20230302_125131.jpeg,Timber,,,,95.0,Timber,1.5,medium (20-100m),wide (>1.5m),
93372,AST_EX_20230302_125739.jpeg,64723,Boardwalk < 1.2m High,data/citywide/images/337/93372/64723__AST_EX_20230302_125739.jpeg,Timber,,,,95.0,Timber,1.5,medium (20-100m),wide (>1.5m),
94171,AST_IM_20211126_124527.jpeg,33053,Boardwalk < 1.2m High,data/citywide/images/337/94171/33053__AST_IM_20211126_124527.jpeg,Timber,,No,No railings,15.0,Timber,1.0,short (<20m),standard (0.9-1.5m),
94265,IMG_0036.JPG,35197,Boardwalk < 1.2m High,data/citywide/images/337/94265/35197__IMG_0036.JPG,Timber,,No,No railings,12.0,Timber,0.75,short (<20m),narrow (<0.9m),
94266,IMG_0040.JPG,35198,Boardwalk < 1.2m High,data/citywide/images/337/94266/35198__IMG_0040.JPG,Timber,,No,No railings,20.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
94267,IMG_0044.JPG,35199,Boardwalk < 1.2m High,data/citywide/images/337/94267/35199__IMG_0044.JPG,Timber,,No,No railings,35.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
94268,IMG_0048.JPG,35200,Boardwalk < 1.2m High,data/citywide/images/337/94268/35200__IMG_0048.JPG,Timber,,No,No railings,15.0,Timber,0.75,short (<20m),narrow (<0.9m),
94269,IMG_0052.JPG,35201,Boardwalk < 1.2m High,data/citywide/images/337/94269/35201__IMG_0052.JPG,Timber,,No,No railings,12.0,Timber,0.75,short (<20m),narrow (<0.9m),
94270,IMG_0056.JPG,35202,Boardwalk < 1.2m High,data/citywide/images/337/94270/35202__IMG_0056.JPG,Timber,,No,No railings,15.0,Timber,0.75,short (<20m),narrow (<0.9m),
94271,IMG_0060.JPG,35203,Boardwalk < 1.2m High,data/citywide/images/337/94271/35203__IMG_0060.JPG,Timber,,No,No railings,100.0,Timber,0.75,long (>100m),narrow (<0.9m),
94272,IMG_0067.JPG,35204,Boardwalk < 1.2m High,data/citywide/images/337/94272/35204__IMG_0067.JPG,Timber,,No,No railings,12.0,Timber,0.75,short (<20m),narrow (<0.9m),
94273,IMG_0070.JPG,35205,Boardwalk < 1.2m High,data/citywide/images/337/94273/35205__IMG_0070.JPG,Timber,,No,No railings,15.0,Timber,0.75,short (<20m),narrow (<0.9m),
94274,IMG_0074.JPG,35206,Boardwalk < 1.2m High,data/citywide/images/337/94274/35206__IMG_0074.JPG,Timber,,No,No railings,66.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
94275,IMG_0078.JPG,35207,Boardwalk < 1.2m High,data/citywide/images/337/94275/35207__IMG_0078.JPG,Timber,,No,No railings,30.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
94276,IMG_0082.JPG,35208,Boardwalk < 1.2m High,data/citywide/images/337/94276/35208__IMG_0082.JPG,Timber,,No,No railings,300.0,Timber,0.75,long (>100m),narrow (<0.9m),
94277,IMG_0086.JPG,35209,Boardwalk < 1.2m High,data/citywide/images/337/94277/35209__IMG_0086.JPG,Timber,,No,No railings,1500.0,Timber,0.75,long (>100m),narrow (<0.9m),
94278,IMG_0090.JPG,35210,Boardwalk < 1.2m High,data/citywide/images/337/94278/35210__IMG_0090.JPG,Timber,,No,No railings,50.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
94279,IMG_0094.JPG,35211,Boardwalk < 1.2m High,data/citywide/images/337/94279/35211__IMG_0094.JPG,Timber,,No,No railings,10.0,Timber,0.75,short (<20m),narrow (<0.9m),
94280,IMG_0098.JPG,35212,Boardwalk < 1.2m High,data/citywide/images/337/94280/35212__IMG_0098.JPG,Timber,,No,No railings,75.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
94281,IMG_0102.JPG,35213,Boardwalk < 1.2m High,data/citywide/images/337/94281/35213__IMG_0102.JPG,Timber,,No,No railings,15.0,Timber,0.75,short (<20m),narrow (<0.9m),
94282,IMG_0106.JPG,35214,Boardwalk < 1.2m High,data/citywide/images/337/94282/35214__IMG_0106.JPG,Timber,,No,No railings,30.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
94283,IMG_0110.JPG,35215,Boardwalk < 1.2m High,data/citywide/images/337/94283/35215__IMG_0110.JPG,Timber,,No,No railings,12.0,Timber,0.75,short (<20m),narrow (<0.9m),
94284,IMG_0114.JPG,35216,Boardwalk < 1.2m High,data/citywide/images/337/94284/35216__IMG_0114.JPG,Timber,,No,No railings,40.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
94285,IMG_0119.JPG,35217,Boardwalk < 1.2m High,data/citywide/images/337/94285/35217__IMG_0119.JPG,Timber,,No,No railings,20.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
94286,IMG_0123.JPG,35218,Boardwalk < 1.2m High,data/citywide/images/337/94286/35218__IMG_0123.JPG,Timber,,No,No railings,70.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
94287,IMG_0127.JPG,35219,Boardwalk < 1.2m High,data/citywide/images/337/94287/35219__IMG_0127.JPG,Timber,,No,No railings,60.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
94288,IMG_0131.JPG,35220,Boardwalk < 1.2m High,data/citywide/images/337/94288/35220__IMG_0131.JPG,Timber,,No,No railings,12.0,Timber,0.75,short (<20m),narrow (<0.9m),
94289,IMG_0135.JPG,35229,Boardwalk < 1.2m High,data/citywide/images/337/94289/35229__IMG_0135.JPG,Timber,,No,No railings,30.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
94290,IMG_0139.JPG,35230,Boardwalk < 1.2m High,data/citywide/images/337/94290/35230__IMG_0139.JPG,Timber,,No,No railings,75.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
94291,IMG_0143.JPG,35231,Boardwalk < 1.2m High,data/citywide/images/337/94291/35231__IMG_0143.JPG,Timber,,No,No railings,12.0,Timber,0.75,short (<20m),narrow (<0.9m),
94292,IMG_0147.JPG,35232,Boardwalk < 1.2m High,data/citywide/images/337/94292/35232__IMG_0147.JPG,Timber,,No,No railings,100.0,Timber,0.75,long (>100m),narrow (<0.9m),
94293,IMG_0151.JPG,35233,Boardwalk < 1.2m High,data/citywide/images/337/94293/35233__IMG_0151.JPG,Timber,,No,No railings,15.0,Timber,0.75,short (<20m),narrow (<0.9m),
94294,IMG_0155.JPG,35234,Boardwalk < 1.2m High,data/citywide/images/337/94294/35234__IMG_0155.JPG,Timber,,No,No railings,15.0,Timber,0.75,short (<20m),narrow (<0.9m),
94299,IMG_0176.JPG,35239,Boardwalk < 1.2m High,data/citywide/images/337/94299/35239__IMG_0176.JPG,Timber,,No,No railings,17.0,Timber,0.75,short (<20m),narrow (<0.9m),
94300,IMG_0180.JPG,35240,Boardwalk < 1.2m High,data/citywide/images/337/94300/35240__IMG_0180.JPG,Timber,,No,No railings,5.0,Timber,0.75,short (<20m),narrow (<0.9m),
94303,IMG_0192.JPG,35243,Boardwalk < 1.2m High,data/citywide/images/337/94303/35243__IMG_0192.JPG,Timber,,No,No railings,12.0,Timber,0.75,short (<20m),narrow (<0.9m),
94304,IMG_0196.JPG,35244,Boardwalk < 1.2m High,data/citywide/images/337/94304/35244__IMG_0196.JPG,Timber,,No,No railings,60.0,Timber,0.75,medium (20-100m),narrow (<0.9m),
94305,IMG_0201.JPG,35245,Boardwalk < 1.2m High,data/citywide/images/337/94305/35245__IMG_0201.JPG,Timber,,No,No railings,10.0,Timber,0.75,short (<20m),narrow (<0.9m),
