,File Name,Asset ID,Category,Segment,Name,Description,Attachments,Adjusted Quantity,Unit of Measure,In-Service Date,All Notes,Length (m),length measure by staff,Width (m),Fall Height (m),Height (m),Number of Steps,Structure Position,"Material (Frame, Tank, Body)",Surface Material,Decking Material,Structure Material,Abutment Material,Has Pedestrian Railing,Has Edge Guard,Bridge Type
2923,AST_IM_20220407_145222.jpeg,97444,Bridges,Trail Bridge,Staples Creek Footbridge 1 - Campground Trail,"Condition 70%; length 15 ft, width 3 ft, split log",1,4.5,Length (m),1/1/2010,Asset within 260.12022677395 meters of a forest service road/id 109379/FOREST_FILE_ID 7612/MAP_LABEL 7612 010,0.0,False,0.0,-1.0,0.0,,,,TBD,TBD,TBD,TBD,No railings,,TBD
2924,AST_IM_20220407_145458.jpeg,97445,Bridges,Trail Bridge,Staples Creek Footbridge 2 - Campground Trail,Condtion 60%; Length - 10 ft; Width - 2.5 ft.,1,3,Length (m),1/1/2010,Asset within 280.185800052551 meters of a forest service road/id 109379/FOREST_FILE_ID 7612/MAP_LABEL 7612 010,0.0,False,0.0,-1.0,0.0,,,,TBD,TBD,TBD,TBD,No railings,,TBD
2925,AST_IM_20220407_134147.jpeg,97446,Bridges,Trail Bridge,Cats Eye Trail Bridge,"Condition 25%; Rustic timber bridge; 7 ft length; width 15""; entire span of creek is 16 ft",2,2,Length (m),1/1/2010,,0.0,False,0.0,-1.0,0.0,,,,TBD,TBD,TBD,TBD,No railings,,TBD
2926,AST_IM_20220407_134129.jpeg,97446,Bridges,Trail Bridge,Cats Eye Trail Bridge,"Condition 25%; Rustic timber bridge; 7 ft length; width 15""; entire span of creek is 16 ft",2,2,Length (m),1/1/2010,,0.0,False,0.0,-1.0,0.0,,,,TBD,TBD,TBD,TBD,No railings,,TBD
2927,AST_IM_20220407_125412.jpeg,97447,Bridges,Trail Bridge,Concrete Block - Dock East End,Condition 79%; chains intact,1,3,Length (m),1/1/2010,Asset within 472.4381468316 meters of a forest service road/id 109379/FOREST_FILE_ID 7612/MAP_LABEL 7612 010,0.0,False,0.0,-1.0,0.0,,,,TBD,TBD,TBD,TBD,No railings,,TBD
2928,AST_IM_20220407_150906.jpeg,97448,Bridges,Trail Bridge,Staples Creek Footbridge 4 - Campground Trail,Condition 65%; Length 18 ft; /width 3ft,1,5.5,Length (m),1/1/2010,Asset within 294.346324478181 meters of a forest service road/id 109379/FOREST_FILE_ID 7612/MAP_LABEL 7612 010,0.0,False,0.0,-1.0,0.0,,,,TBD,TBD,TBD,TBD,No railings,,TBD
2929,AST_EX_20230516_133426.jpeg,97816,Bridges,Trail Bridge,Foot bridge # 2,Footbridge. 20 feet in length. Two handrails. In moderate condition.,3,7,Length (m),4/12/2022,,7.0,True,1.5,-1.0,0.0,,,,Wood or Timber,Timber,Timber,Gabions,TBD,,Beam
2930,AST_IM_20220412_145603.jpeg,97816,Bridges,Trail Bridge,Foot bridge # 2,Footbridge. 20 feet in length. Two handrails. In moderate condition.,3,7,Length (m),4/12/2022,,7.0,True,1.5,-1.0,0.0,,,,Wood or Timber,Timber,Timber,Gabions,TBD,,Beam
2931,AST_IM_20220412_145541.jpeg,97816,Bridges,Trail Bridge,Foot bridge # 2,Footbridge. 20 feet in length. Two handrails. In moderate condition.,3,7,Length (m),4/12/2022,,7.0,True,1.5,-1.0,0.0,,,,Wood or Timber,Timber,Timber,Gabions,TBD,,Beam
2932,AST_EX_20260217_155044.jpeg,97817,Bridges,Trail Bridge,foot bridge #1,E-team foot bridge 16ft long x3ft wide with 2x handrails and rock gabian,4,6,Length (m),4/12/2022,,6.0,True,1.0,-1.0,0.0,,,,TBD,Timber,Timber,Gabions,TBD,,TBD
2933,AST_EX_20230516_133152.jpeg,97817,Bridges,Trail Bridge,foot bridge #1,E-team foot bridge 16ft long x3ft wide with 2x handrails and rock gabian,4,6,Length (m),4/12/2022,,6.0,True,1.0,-1.0,0.0,,,,TBD,Timber,Timber,Gabions,TBD,,TBD
2934,AST_IM_20220412_144924.jpeg,97817,Bridges,Trail Bridge,foot bridge #1,E-team foot bridge 16ft long x3ft wide with 2x handrails and rock gabian,4,6,Length (m),4/12/2022,,6.0,True,1.0,-1.0,0.0,,,,TBD,Timber,Timber,Gabions,TBD,,TBD
2935,AST_IM_20220412_144940.jpeg,97817,Bridges,Trail Bridge,foot bridge #1,E-team foot bridge 16ft long x3ft wide with 2x handrails and rock gabian,4,6,Length (m),4/12/2022,,6.0,True,1.0,-1.0,0.0,,,,TBD,Timber,Timber,Gabions,TBD,,TBD
2936,AST_EX_20231025_114253.jpeg,97887,Structures,Viewing Platform,look out on trail,Look out - wood railing - 100%,2,4,Area (m2),4/29/2022,,2.0,True,2.0,-1.0,0.0,,At-Grade,,,Timber,Timber,,TBD,No,
2937,AST_IM_20220413_115758.jpeg,97887,Structures,Viewing Platform,look out on trail,Look out - wood railing - 100%,2,4,Area (m2),4/29/2022,,2.0,True,2.0,-1.0,0.0,,At-Grade,,,Timber,Timber,,TBD,No,
2938,AST_EX_20260217_150753.jpeg,97906,Bridges,Trail Bridge,foot bridge,"5ft wide x 15ft long - rock rise, 1 handrail all timber",2,5,Length (m),3/3/1996,,5.0,True,1.5,-1.0,0.0,,,,TBD,Timber,TBD,TBD,TBD,,Beam
2939,AST_IM_20220413_123907.jpeg,97906,Bridges,Trail Bridge,foot bridge,"5ft wide x 15ft long - rock rise, 1 handrail all timber",2,5,Length (m),3/3/1996,,5.0,True,1.5,-1.0,0.0,,,,TBD,Timber,TBD,TBD,TBD,,Beam
2940,AST_EX_20260422_112640.jpeg,98299,Structures,Stairs,Stairs,4 concrete stairs; concrete,2,0,Length (m),4/22/1985,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",0.0,False,,-1.0,0.0,-1.0,At-Grade,Concrete,,,,,No railings,,
2941,AST_IM_20220422_112601.jpeg,98299,Structures,Stairs,Stairs,4 concrete stairs; concrete,2,0,Length (m),4/22/1985,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",0.0,False,,-1.0,0.0,-1.0,At-Grade,Concrete,,,,,No railings,,
2942,AST_EX_20260422_111154.jpeg,98304,Structures,Stairs,Stairs,"10 concrete stairs, 60%; concrete",3,0,Length (m),4/22/1981,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",0.0,False,,-1.0,0.0,-1.0,At-Grade,Concrete,,,,,No railings,,
2943,AST_EX_20260422_111207.jpeg,98304,Structures,Stairs,Stairs,"10 concrete stairs, 60%; concrete",3,0,Length (m),4/22/1981,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",0.0,False,,-1.0,0.0,-1.0,At-Grade,Concrete,,,,,No railings,,
2944,AST_IM_20220422_110104.jpeg,98304,Structures,Stairs,Stairs,"10 concrete stairs, 60%; concrete",3,0,Length (m),4/22/1981,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",0.0,False,,-1.0,0.0,-1.0,At-Grade,Concrete,,,,,No railings,,
2945,Fang Bridge.jpg,98336,Bridges,Trail Bridge,Fang trail bridge 1,Log bridge with 2x8 decking and hand railing,2,40,Length (m),8/31/2021,,40.0,True,1.3,-1.0,0.0,,,,TBD,Timber,Timber,Timber,TBD,,Beam
2946,Fang Bridge 2.jpg,98336,Bridges,Trail Bridge,Fang trail bridge 1,Log bridge with 2x8 decking and hand railing,2,40,Length (m),8/31/2021,,40.0,True,1.3,-1.0,0.0,,,,TBD,Timber,Timber,Timber,TBD,,Beam
2947,AST_IM_20220504_113908.jpeg,98492,Bridges,Trail Bridge,trail bridge 2,VGC,1,10,Length (m),1/1/2021,,10.0,True,1.5,-1.0,0.0,,,,TBD,Timber,Timber,Timber,TBD,,Beam
2948,AST_IM_20220504_112521.jpeg,98498,Bridges,Trail Bridge,trail bridge,VGC,1,10,Length (m),1/1/2021,,10.0,True,1.5,-1.0,0.0,,,,TBD,Timber,Timber,Timber,TBD,,Beam
2949,AST_IM_20220508_132058.jpeg,98531,Bridges,Trail Bridge,Fry Footbridge,New bridge 2018. 22 feet approx,1,7,Length (m),7/1/2018,,7.0,True,1.2,-1.0,0.0,,,,TBD,Timber,TBD,Timber,TBD,,Beam
2950,AST_EX_20241029_112819.jpeg,98672,Structures,Stairs,Stairs between parking area and campsite at site 61,"Cement stairs leading from parking area to campsite, no railing, uneven, could be tripping hazard; concrete",2,0,Length (m),1/1/1980,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",1.0,False,,-1.0,0.0,-1.0,At-Grade,Concrete,,,,,No railings,,
2951,AST_IM_20220511_152412.jpeg,98672,Structures,Stairs,Stairs between parking area and campsite at site 61,"Cement stairs leading from parking area to campsite, no railing, uneven, could be tripping hazard; concrete",2,0,Length (m),1/1/1980,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",1.0,False,,-1.0,0.0,-1.0,At-Grade,Concrete,,,,,No railings,,
2952,AST_EX_20250508_142615.jpeg,98951,Structures,Stairs,stairs,24 concrete block steps; stone,5,24,Length (m),6/1/1990,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",24.0,False,,-1.0,0.0,-1.0,At-Grade,Rock/Stone,,,,,2 railings,,
2953,AST_EX_20250508_142627.jpeg,98951,Structures,Stairs,stairs,24 concrete block steps; stone,5,24,Length (m),6/1/1990,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",24.0,False,,-1.0,0.0,-1.0,At-Grade,Rock/Stone,,,,,2 railings,,
2954,AST_EX_20250508_142715.jpeg,98951,Structures,Stairs,stairs,24 concrete block steps; stone,5,24,Length (m),6/1/1990,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",24.0,False,,-1.0,0.0,-1.0,At-Grade,Rock/Stone,,,,,2 railings,,
2955,AST_EX_20250508_142641.jpeg,98951,Structures,Stairs,stairs,24 concrete block steps; stone,5,24,Length (m),6/1/1990,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",24.0,False,,-1.0,0.0,-1.0,At-Grade,Rock/Stone,,,,,2 railings,,
2956,AST_IM_20220512_134534.jpeg,98951,Structures,Stairs,stairs,24 concrete block steps; stone,5,24,Length (m),6/1/1990,"Copilot updated Length, Number of Steps, Pedestrian Railing, Material, Structure Position",24.0,False,,-1.0,0.0,-1.0,At-Grade,Rock/Stone,,,,,2 railings,,
2957,AST_EX_20250607_140751.jpeg,99454,Bridges,Trail Bridge,Bridge 4 - Windy Joe,4Th Bridge Heading East From Parking Lot On Windy Joe/West Similkameen Trail. split logs planks.,4,3,Length (m),1/1/2015,,3.0,True,1.0,-1.0,1.0,,,,TBD,Timber,Timber,Timber,No railings,,Beam
2958,AST_EX_20240605_103825.jpeg,99454,Bridges,Trail Bridge,Bridge 4 - Windy Joe,4Th Bridge Heading East From Parking Lot On Windy Joe/West Similkameen Trail. split logs planks.,4,3,Length (m),1/1/2015,,3.0,True,1.0,-1.0,1.0,,,,TBD,Timber,Timber,Timber,No railings,,Beam
2959,AST_EX_20240605_103754.jpeg,99454,Bridges,Trail Bridge,Bridge 4 - Windy Joe,4Th Bridge Heading East From Parking Lot On Windy Joe/West Similkameen Trail. split logs planks.,4,3,Length (m),1/1/2015,,3.0,True,1.0,-1.0,1.0,,,,TBD,Timber,Timber,Timber,No railings,,Beam
2960,AST_EX_20240605_103815.jpeg,99454,Bridges,Trail Bridge,Bridge 4 - Windy Joe,4Th Bridge Heading East From Parking Lot On Windy Joe/West Similkameen Trail. split logs planks.,4,3,Length (m),1/1/2015,,3.0,True,1.0,-1.0,1.0,,,,TBD,Timber,Timber,Timber,No railings,,Beam
2961,AST_EX_20240605_104154.jpeg,99457,Bridges,Trail Bridge,Bridge 5 - Windy Joe,5Th Bridge Heading East From Parking Lot On Windy Joe/West Similkameen Trail. split log decking style.,1,4,Length (m),1/1/2010,,4.0,True,1.5,-1.0,1.0,,,,TBD,Timber,Timber,TBD,No railings,,Beam
2962,AST_EX_20250607_140519.jpeg,99459,Bridges,Trail Bridge,Bridge 3 - Windy Joe,3Rd Bridge Heading East From Parking Lot On Windy Joe/West Similkameen Trail. Split boards with kickrail.,4,3,Length (m),1/1/2015,,3.0,True,1.0,-1.0,1.0,,,,TBD,Timber,Timber,Timber,No railings,,Beam
2963,AST_EX_20240605_102446.jpeg,99459,Bridges,Trail Bridge,Bridge 3 - Windy Joe,3Rd Bridge Heading East From Parking Lot On Windy Joe/West Similkameen Trail. Split boards with kickrail.,4,3,Length (m),1/1/2015,,3.0,True,1.0,-1.0,1.0,,,,TBD,Timber,Timber,Timber,No railings,,Beam
2964,AST_EX_20240605_102501.jpeg,99459,Bridges,Trail Bridge,Bridge 3 - Windy Joe,3Rd Bridge Heading East From Parking Lot On Windy Joe/West Similkameen Trail. Split boards with kickrail.,4,3,Length (m),1/1/2015,,3.0,True,1.0,-1.0,1.0,,,,TBD,Timber,Timber,Timber,No railings,,Beam
2965,AST_EX_20240605_102950.jpeg,99459,Bridges,Trail Bridge,Bridge 3 - Windy Joe,3Rd Bridge Heading East From Parking Lot On Windy Joe/West Similkameen Trail. Split boards with kickrail.,4,3,Length (m),1/1/2015,,3.0,True,1.0,-1.0,1.0,,,,TBD,Timber,Timber,Timber,No railings,,Beam
2966,AST_EX_20250607_140400.jpeg,99460,Bridges,Trail Bridge,Bridge 1 - Windy Joe/West Similkameen,1st boardwalk heading east from parking lot on Windy Joe/West Similkameen Trail. Mill wood with kickboards.,2,5,Length (m),1/1/2015,,5.0,True,1.0,-1.0,1.0,,,,TBD,Timber,Timber,TBD,No railings,,Beam
2967,AST_EX_20240605_100823.jpeg,99460,Bridges,Trail Bridge,Bridge 1 - Windy Joe/West Similkameen,1st boardwalk heading east from parking lot on Windy Joe/West Similkameen Trail. Mill wood with kickboards.,2,5,Length (m),1/1/2015,,5.0,True,1.0,-1.0,1.0,,,,TBD,Timber,Timber,TBD,No railings,,Beam
2968,AST_EX_20241211_121546.jpeg,99611,Bridges,Trail Bridge,Foot Bridge - Lower Valentine Creek,Wooden decking on metal beam stringers - 30 feet long X 4 feet wide (9m x 1.25m) - 2 Wooden handrails - abutment with gabions,3,9,Length (m),1/1/2000,,9.0,True,1.25,-1.0,0.0,,,,TBD,Timber,Steel,Gabions,TBD,,Beam
2969,AST_IM_20220518_133713.jpeg,99611,Bridges,Trail Bridge,Foot Bridge - Lower Valentine Creek,Wooden decking on metal beam stringers - 30 feet long X 4 feet wide (9m x 1.25m) - 2 Wooden handrails - abutment with gabions,3,9,Length (m),1/1/2000,,9.0,True,1.25,-1.0,0.0,,,,TBD,Timber,Steel,Gabions,TBD,,Beam
2970,AST_IM_20220518_133647.jpeg,99611,Bridges,Trail Bridge,Foot Bridge - Lower Valentine Creek,Wooden decking on metal beam stringers - 30 feet long X 4 feet wide (9m x 1.25m) - 2 Wooden handrails - abutment with gabions,3,9,Length (m),1/1/2000,,9.0,True,1.25,-1.0,0.0,,,,TBD,Timber,Steel,Gabions,TBD,,Beam
2971,AST_EX_20241211_121019.jpeg,99612,Bridges,Trail Bridge,Foot Bridge - Willow Creek,Wooden decking sitting on top wooden high beams. 5 feet wide by 22 feet in length (1.5m x 7m). Built on cement blocks,5,7,Length (m),1/1/2020,,7.0,True,1.5,-1.0,0.0,,,,TBD,Timber,Timber,Concrete,TBD,,Beam
2972,AST_EX_20241211_120735.jpeg,99612,Bridges,Trail Bridge,Foot Bridge - Willow Creek,Wooden decking sitting on top wooden high beams. 5 feet wide by 22 feet in length (1.5m x 7m). Built on cement blocks,5,7,Length (m),1/1/2020,,7.0,True,1.5,-1.0,0.0,,,,TBD,Timber,Timber,Concrete,TBD,,Beam
2973,AST_IM_20220518_134527.jpeg,99612,Bridges,Trail Bridge,Foot Bridge - Willow Creek,Wooden decking sitting on top wooden high beams. 5 feet wide by 22 feet in length (1.5m x 7m). Built on cement blocks,5,7,Length (m),1/1/2020,,7.0,True,1.5,-1.0,0.0,,,,TBD,Timber,Timber,Concrete,TBD,,Beam
2974,AST_IM_20220518_134603.jpeg,99612,Bridges,Trail Bridge,Foot Bridge - Willow Creek,Wooden decking sitting on top wooden high beams. 5 feet wide by 22 feet in length (1.5m x 7m). Built on cement blocks,5,7,Length (m),1/1/2020,,7.0,True,1.5,-1.0,0.0,,,,TBD,Timber,Timber,Concrete,TBD,,Beam
2975,AST_IM_20220518_134549.jpeg,99612,Bridges,Trail Bridge,Foot Bridge - Willow Creek,Wooden decking sitting on top wooden high beams. 5 feet wide by 22 feet in length (1.5m x 7m). Built on cement blocks,5,7,Length (m),1/1/2020,,7.0,True,1.5,-1.0,0.0,,,,TBD,Timber,Timber,Concrete,TBD,,Beam
2976,AST_EX_20241211_135756.jpeg,99614,Bridges,Trail Bridge,Foot Bridge - Upper Valentine Creek,Wooden decking sitting on log stringers - 4ft wide X 30ft long (1.25m x 9.15m) - 2 wooden handrails,6,9,Length (m),1/1/1970,,9.0,True,1.25,-1.0,0.0,,,,TBD,Timber,Timber,Timber,TBD,,TBD
2977,AST_EX_20241211_135846.jpeg,99614,Bridges,Trail Bridge,Foot Bridge - Upper Valentine Creek,Wooden decking sitting on log stringers - 4ft wide X 30ft long (1.25m x 9.15m) - 2 wooden handrails,6,9,Length (m),1/1/1970,,9.0,True,1.25,-1.0,0.0,,,,TBD,Timber,Timber,Timber,TBD,,TBD
2978,AST_EX_20241211_135900.jpeg,99614,Bridges,Trail Bridge,Foot Bridge - Upper Valentine Creek,Wooden decking sitting on log stringers - 4ft wide X 30ft long (1.25m x 9.15m) - 2 wooden handrails,6,9,Length (m),1/1/1970,,9.0,True,1.25,-1.0,0.0,,,,TBD,Timber,Timber,Timber,TBD,,TBD
2979,AST_IM_20220518_122712.jpeg,99614,Bridges,Trail Bridge,Foot Bridge - Upper Valentine Creek,Wooden decking sitting on log stringers - 4ft wide X 30ft long (1.25m x 9.15m) - 2 wooden handrails,6,9,Length (m),1/1/1970,,9.0,True,1.25,-1.0,0.0,,,,TBD,Timber,Timber,Timber,TBD,,TBD
2980,AST_IM_20220518_122654.jpeg,99614,Bridges,Trail Bridge,Foot Bridge - Upper Valentine Creek,Wooden decking sitting on log stringers - 4ft wide X 30ft long (1.25m x 9.15m) - 2 wooden handrails,6,9,Length (m),1/1/1970,,9.0,True,1.25,-1.0,0.0,,,,TBD,Timber,Timber,Timber,TBD,,TBD
2981,AST_IM_20220518_122843.jpeg,99614,Bridges,Trail Bridge,Foot Bridge - Upper Valentine Creek,Wooden decking sitting on log stringers - 4ft wide X 30ft long (1.25m x 9.15m) - 2 wooden handrails,6,9,Length (m),1/1/1970,,9.0,True,1.25,-1.0,0.0,,,,TBD,Timber,Timber,Timber,TBD,,TBD
2982,AST_EX_20241211_120344.jpeg,99615,Bridges,Trail Bridge,Foot Bridge - Xanthoria,Wood decking sitting on metal high beams. 5 feet wide by 16 feet in length,3,16,Length (m),1/1/2020,,16.0,True,5.0,-1.0,0.0,,,,TBD,Timber,Timber,Steel,TBD,,Beam
2983,AST_IM_20220518_135239.jpeg,99615,Bridges,Trail Bridge,Foot Bridge - Xanthoria,Wood decking sitting on metal high beams. 5 feet wide by 16 feet in length,3,16,Length (m),1/1/2020,,16.0,True,5.0,-1.0,0.0,,,,TBD,Timber,Timber,Steel,TBD,,Beam
2984,AST_IM_20220518_135321.jpeg,99615,Bridges,Trail Bridge,Foot Bridge - Xanthoria,Wood decking sitting on metal high beams. 5 feet wide by 16 feet in length,3,16,Length (m),1/1/2020,,16.0,True,5.0,-1.0,0.0,,,,TBD,Timber,Timber,Steel,TBD,,Beam
2985,AST_IM_20220526_143914.jpeg,99814,Bridges,Trail Bridge,deep cove trail waterfall bridge,Condition 75 metal frame wood boards 8 metres railings yes accessible no route accessible no,1,7,Length (m),1/1/2005,,7.0,True,1.0,-1.0,0.0,,,,TBD,Timber,Timber,Steel,TBD,,Beam
2986,AST_IM_20220526_153009.jpeg,99815,Structures,Boardwalk < 1.2m High,Boardwalk - Seymour Perimeter Trail,"Condition 35, on perimeter trail, rotted, parts washed away, planks missing, 30m long",2,30,Length (m),1/1/1975,,150.0,True,2.0,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
2987,AST_IM_20220526_153018.jpeg,99815,Structures,Boardwalk < 1.2m High,Boardwalk - Seymour Perimeter Trail,"Condition 35, on perimeter trail, rotted, parts washed away, planks missing, 30m long",2,30,Length (m),1/1/1975,,150.0,True,2.0,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
2988,AST_IM_20220527_110127.jpeg,99844,Bridges,Trail Bridge,Jimsmith outflow trail bridge,"3 M long foot bridge constructed of wood and metal, has railing. Condition 65",1,3,Length (m),5/1/2010,Asset within 331.570047824191 meters of a forest service road/id 62740/FOREST_FILE_ID R07205/MAP_LABEL R07205 30,3.0,True,1.0,-1.0,1.0,,,,,Timber,Timber,Timber,TBD,,Beam
2989,AST_EX_20240423_102852.jpeg,99880,Bridges,Trail Bridge,Skagit Bluffs - Bridge 1,Small 2 Plank Bridge 8M In Length. No Hand Rails,1,8,Length (m),1/1/2015,Asset within 479.984042151061 meters of a forest service road/id 236234/FOREST_FILE_ID 8110/MAP_LABEL 8110 010,8.0,True,0.5,-1.0,0.0,,,,,TBD,Timber,Timber,No railings,,Beam
2990,AST_EX_20240423_105328.jpeg,99882,Bridges,Trail Bridge,Skajit Bluffs - Bridge 2,"Bridge Across Creek. No Handrails, Mismatched Planks. Weather Worm But Solid. 4M Long",1,4,Length (m),1/1/2015,,4.0,True,0.5,-1.0,0.0,,,,,TBD,Timber,TBD,No railings,,TBD
2991,AST_EX_20240423_115441.jpeg,99884,Bridges,Trail Bridge,Skajit Bluffs - Bridge 3,No Hand Rails 5M Approximately,1,5,Length (m),1/1/2015,,5.0,True,0.5,-1.0,0.0,,,,,TBD,TBD,Timber,No railings,,TBD
2992,AST_IM_20220527_080539.jpeg,99891,Structures,Boardwalk < 1.2m High,Boardwalk,,1,0,Length (m),6/1/2015,,0.0,False,1.0,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
2993,AST_IM_20220527_075835.jpeg,99892,Structures,Boardwalk < 1.2m High,boardwalk,,1,0,Length (m),6/1/2015,,0.0,False,1.0,-1.0,1.0,,,,,Timber,Timber,,No railings,No,
2994,AST_EX_20251127_131034.jpeg,100111,Bridges,Trail Bridge,pedestrian bridge,,13,8,Length (m),6/22/2000,,8.0,True,1.2,2.5,2.5,,,,,Timber,Aluminum,Concrete,TBD,,Truss
2995,AST_EX_20251127_131023.jpeg,100111,Bridges,Trail Bridge,pedestrian bridge,,13,8,Length (m),6/22/2000,,8.0,True,1.2,2.5,2.5,,,,,Timber,Aluminum,Concrete,TBD,,Truss
2996,AST_EX_20241203_154708.jpeg,100111,Bridges,Trail Bridge,pedestrian bridge,,13,8,Length (m),6/22/2000,,8.0,True,1.2,2.5,2.5,,,,,Timber,Aluminum,Concrete,TBD,,Truss
2997,AST_EX_20241203_154648.jpeg,100111,Bridges,Trail Bridge,pedestrian bridge,,13,8,Length (m),6/22/2000,,8.0,True,1.2,2.5,2.5,,,,,Timber,Aluminum,Concrete,TBD,,Truss
2998,AST_EX_20241203_154938.jpeg,100111,Bridges,Trail Bridge,pedestrian bridge,,13,8,Length (m),6/22/2000,,8.0,True,1.2,2.5,2.5,,,,,Timber,Aluminum,Concrete,TBD,,Truss
2999,AST_EX_20241203_154619.jpeg,100111,Bridges,Trail Bridge,pedestrian bridge,,13,8,Length (m),6/22/2000,,8.0,True,1.2,2.5,2.5,,,,,Timber,Aluminum,Concrete,TBD,,Truss
3000,AST_EX_20241203_154604.jpeg,100111,Bridges,Trail Bridge,pedestrian bridge,,13,8,Length (m),6/22/2000,,8.0,True,1.2,2.5,2.5,,,,,Timber,Aluminum,Concrete,TBD,,Truss
3001,AST_EX_20241203_154639.jpeg,100111,Bridges,Trail Bridge,pedestrian bridge,,13,8,Length (m),6/22/2000,,8.0,True,1.2,2.5,2.5,,,,,Timber,Aluminum,Concrete,TBD,,Truss
3002,AST_EX_20221027_105519.jpeg,100111,Bridges,Trail Bridge,pedestrian bridge,,13,8,Length (m),6/22/2000,,8.0,True,1.2,2.5,2.5,,,,,Timber,Aluminum,Concrete,TBD,,Truss
3003,AST_EX_20221027_105528.jpeg,100111,Bridges,Trail Bridge,pedestrian bridge,,13,8,Length (m),6/22/2000,,8.0,True,1.2,2.5,2.5,,,,,Timber,Aluminum,Concrete,TBD,,Truss
3004,AST_IM_20220529_134602.jpeg,100111,Bridges,Trail Bridge,pedestrian bridge,,13,8,Length (m),6/22/2000,,8.0,True,1.2,2.5,2.5,,,,,Timber,Aluminum,Concrete,TBD,,Truss
3005,AST_IM_20220529_134610.jpeg,100111,Bridges,Trail Bridge,pedestrian bridge,,13,8,Length (m),6/22/2000,,8.0,True,1.2,2.5,2.5,,,,,Timber,Aluminum,Concrete,TBD,,Truss
3006,AST_IM_20220529_134628.jpeg,100111,Bridges,Trail Bridge,pedestrian bridge,,13,8,Length (m),6/22/2000,,8.0,True,1.2,2.5,2.5,,,,,Timber,Aluminum,Concrete,TBD,,Truss
3007,AST_EX_20250107_143800.jpeg,100138,Bridges,Trail Bridge,pedestrian bridge,,5,2,Length (m),6/23/2022,,2.0,True,1.0,-1.0,0.5,,,,,Timber,Timber,Timber,No railings,,Beam
3008,AST_EX_20250107_143736.jpeg,100138,Bridges,Trail Bridge,pedestrian bridge,,5,2,Length (m),6/23/2022,,2.0,True,1.0,-1.0,0.5,,,,,Timber,Timber,Timber,No railings,,Beam
3009,AST_EX_20250107_143755.jpeg,100138,Bridges,Trail Bridge,pedestrian bridge,,5,2,Length (m),6/23/2022,,2.0,True,1.0,-1.0,0.5,,,,,Timber,Timber,Timber,No railings,,Beam
3010,AST_EX_20250107_143818.jpeg,100138,Bridges,Trail Bridge,pedestrian bridge,,5,2,Length (m),6/23/2022,,2.0,True,1.0,-1.0,0.5,,,,,Timber,Timber,Timber,No railings,,Beam
3011,AST_IM_20220529_151732.jpeg,100138,Bridges,Trail Bridge,pedestrian bridge,,5,2,Length (m),6/23/2022,,2.0,True,1.0,-1.0,0.5,,,,,Timber,Timber,Timber,No railings,,Beam
3012,AST_EX_20251127_132943.jpeg,100140,Bridges,Trail Bridge,multi use bridge,,8,6,Length (m),6/23/1995,,6.0,True,2.5,0.9,1.0,,,,,Timber,Timber,Concrete,TBD,,Beam
3013,AST_EX_20251127_132852.jpeg,100140,Bridges,Trail Bridge,multi use bridge,,8,6,Length (m),6/23/1995,,6.0,True,2.5,0.9,1.0,,,,,Timber,Timber,Concrete,TBD,,Beam
3014,AST_EX_20241203_155352.jpeg,100140,Bridges,Trail Bridge,multi use bridge,,8,6,Length (m),6/23/1995,,6.0,True,2.5,0.9,1.0,,,,,Timber,Timber,Concrete,TBD,,Beam
3015,AST_EX_20241203_155411.jpeg,100140,Bridges,Trail Bridge,multi use bridge,,8,6,Length (m),6/23/1995,,6.0,True,2.5,0.9,1.0,,,,,Timber,Timber,Concrete,TBD,,Beam
3016,AST_EX_20241203_155417.jpeg,100140,Bridges,Trail Bridge,multi use bridge,,8,6,Length (m),6/23/1995,,6.0,True,2.5,0.9,1.0,,,,,Timber,Timber,Concrete,TBD,,Beam
3017,AST_EX_20241203_155500.jpeg,100140,Bridges,Trail Bridge,multi use bridge,,8,6,Length (m),6/23/1995,,6.0,True,2.5,0.9,1.0,,,,,Timber,Timber,Concrete,TBD,,Beam
3018,AST_EX_20221027_104858.jpeg,100140,Bridges,Trail Bridge,multi use bridge,,8,6,Length (m),6/23/1995,,6.0,True,2.5,0.9,1.0,,,,,Timber,Timber,Concrete,TBD,,Beam
