asset_id,filename,file_id,profile_name,image_path,attr_abutment_material,attr_bridge_type,attr_decking_material,attr_fall_height,attr_has_pedestrian_railing,attr_length,attr_structure_material,attr_width,length_bin,width_bin,fall_height_bin
91711,IMG_0135.JPEG,69144,Trail Bridge,data/citywide/images/253/91711/69144__IMG_0135.JPEG,Timber,,,,No railings,,Timber,2.0,,wide (>1.5m),
91832,IMG_1112.JPEG,26360,Trail Bridge,data/citywide/images/253/91832/26360__IMG_1112.JPEG,Timber,Truss,Timber,,,15.0,Timber,2.0,medium (6-20m),wide (>1.5m),
92033,AST_IM_20211013_095753.jpeg,27336,Trail Bridge,data/citywide/images/253/92033/27336__AST_IM_20211013_095753.jpeg,Timber,Beam,Timber,,,10.0,,0.25,medium (6-20m),narrow (<0.9m),
92039,AST_IM_20211013_121827.jpeg,27285,Trail Bridge,data/citywide/images/253/92039/27285__AST_IM_20211013_121827.jpeg,Timber,Beam,Timber,,,15.0,,0.5,medium (6-20m),narrow (<0.9m),
92090,AST_IM_20211013_112429.jpeg,27345,Trail Bridge,data/citywide/images/253/92090/27345__AST_IM_20211013_112429.jpeg,,,,,No railings,,,,,,
92090,AST_IM_20211013_112436.jpeg,27346,Trail Bridge,data/citywide/images/253/92090/27346__AST_IM_20211013_112436.jpeg,,,,,No railings,,,,,,
92147,AST_IM_20211013_141102.jpeg,27532,Trail Bridge,data/citywide/images/253/92147/27532__AST_IM_20211013_141102.jpeg,Timber,Beam,Timber,,No railings,3.0,Timber,5.0,short (<6m),wide (>1.5m),
92147,AST_EX_20220724_140140.jpeg,55643,Trail Bridge,data/citywide/images/253/92147/55643__AST_EX_20220724_140140.jpeg,Timber,Beam,Timber,,No railings,3.0,Timber,5.0,short (<6m),wide (>1.5m),
92147,AST_EX_20220724_135719.jpeg,55654,Trail Bridge,data/citywide/images/253/92147/55654__AST_EX_20220724_135719.jpeg,Timber,Beam,Timber,,No railings,3.0,Timber,5.0,short (<6m),wide (>1.5m),
92149,AST_IM_20211013_152744.jpeg,27547,Trail Bridge,data/citywide/images/253/92149/27547__AST_IM_20211013_152744.jpeg,Timber,Beam,Timber,,No railings,3.0,Timber,0.5,short (<6m),narrow (<0.9m),
92149,AST_EX_20220725_113601.jpeg,56132,Trail Bridge,data/citywide/images/253/92149/56132__AST_EX_20220725_113601.jpeg,Timber,Beam,Timber,,No railings,3.0,Timber,0.5,short (<6m),narrow (<0.9m),
92150,AST_EX_20220724_140159.jpeg,55648,Trail Bridge,data/citywide/images/253/92150/55648__AST_EX_20220724_140159.jpeg,Timber,Beam,Timber,,No railings,3.0,Timber,3.0,short (<6m),wide (>1.5m),
92151,AST_IM_20211013_154344.jpeg,27544,Trail Bridge,data/citywide/images/253/92151/27544__AST_IM_20211013_154344.jpeg,,,,,No railings,,,,,,
92152,AST_EX_20220725_114820.jpeg,56133,Trail Bridge,data/citywide/images/253/92152/56133__AST_EX_20220725_114820.jpeg,Timber,Beam,Timber,,No railings,9.0,Timber,0.5,medium (6-20m),narrow (<0.9m),
92160,AST_IM_20211013_141222.jpeg,27538,Trail Bridge,data/citywide/images/253/92160/27538__AST_IM_20211013_141222.jpeg,,,,,No railings,,,,,,
92160,AST_EX_20220724_135452.jpeg,55653,Trail Bridge,data/citywide/images/253/92160/55653__AST_EX_20220724_135452.jpeg,,,,,No railings,,,,,,
92164,AST_EX_20220725_113304.jpeg,56111,Trail Bridge,data/citywide/images/253/92164/56111__AST_EX_20220725_113304.jpeg,Timber,Beam,Timber,,No railings,3.0,Timber,0.5,short (<6m),narrow (<0.9m),
92167,Squirrel Crossing Bridge.jpg,29225,Trail Bridge,data/citywide/images/253/92167/29225__Squirrel_Crossing_Bridge.jpg,,Beam,Timber,,,47.0,Aluminum,1.0,long (>20m),standard (0.9-1.5m),
92167,AST_EX_20221114_142025.jpeg,64065,Trail Bridge,data/citywide/images/253/92167/64065__AST_EX_20221114_142025.jpeg,,Beam,Timber,,,47.0,Aluminum,1.0,long (>20m),standard (0.9-1.5m),
92167,AST_EX_20221114_142039.jpeg,64066,Trail Bridge,data/citywide/images/253/92167/64066__AST_EX_20221114_142039.jpeg,,Beam,Timber,,,47.0,Aluminum,1.0,long (>20m),standard (0.9-1.5m),
92167,AST_EX_20221114_142011.jpeg,64070,Trail Bridge,data/citywide/images/253/92167/64070__AST_EX_20221114_142011.jpeg,,Beam,Timber,,,47.0,Aluminum,1.0,long (>20m),standard (0.9-1.5m),
92794,AST_IM_20211021_143332.jpeg,29219,Trail Bridge,data/citywide/images/253/92794/29219__AST_IM_20211021_143332.jpeg,Timber,Beam,Timber,,,2.0,Timber,1.5,short (<6m),wide (>1.5m),
92800,AST_IM_20211012_114858.jpeg,29222,Trail Bridge,data/citywide/images/253/92800/29222__AST_IM_20211012_114858.jpeg,Timber,Beam,Timber,,No railings,2.25,Timber,1.25,short (<6m),standard (0.9-1.5m),
92800,AST_EX_20220726_094951.jpeg,55909,Trail Bridge,data/citywide/images/253/92800/55909__AST_EX_20220726_094951.jpeg,Timber,Beam,Timber,,No railings,2.25,Timber,1.25,short (<6m),standard (0.9-1.5m),
92800,AST_EX_20220726_094849.jpeg,55920,Trail Bridge,data/citywide/images/253/92800/55920__AST_EX_20220726_094849.jpeg,Timber,Beam,Timber,,No railings,2.25,Timber,1.25,short (<6m),standard (0.9-1.5m),
92801,AST_IM_20211012_113547.jpeg,29224,Trail Bridge,data/citywide/images/253/92801/29224__AST_IM_20211012_113547.jpeg,Timber,Beam,Timber,,No railings,2.5,Timber,1.25,short (<6m),standard (0.9-1.5m),
92801,AST_EX_20220726_094520.jpeg,55915,Trail Bridge,data/citywide/images/253/92801/55915__AST_EX_20220726_094520.jpeg,Timber,Beam,Timber,,No railings,2.5,Timber,1.25,short (<6m),standard (0.9-1.5m),
92801,AST_EX_20220726_094541.jpeg,55918,Trail Bridge,data/citywide/images/253/92801/55918__AST_EX_20220726_094541.jpeg,Timber,Beam,Timber,,No railings,2.5,Timber,1.25,short (<6m),standard (0.9-1.5m),
92854,AST_IM_20211026_111254.jpeg,29466,Trail Bridge,data/citywide/images/253/92854/29466__AST_IM_20211026_111254.jpeg,Concrete,Beam,Timber,,No railings,5.0,Steel,1.52,short (<6m),wide (>1.5m),
92854,AST_EX_20250123_152953.jpeg,78656,Trail Bridge,data/citywide/images/253/92854/78656__AST_EX_20250123_152953.jpeg,Concrete,Beam,Timber,,No railings,5.0,Steel,1.52,short (<6m),wide (>1.5m),
92854,AST_EX_20250123_153004.jpeg,78659,Trail Bridge,data/citywide/images/253/92854/78659__AST_EX_20250123_153004.jpeg,Concrete,Beam,Timber,,No railings,5.0,Steel,1.52,short (<6m),wide (>1.5m),
92854,AST_EX_20250123_153113.jpeg,78660,Trail Bridge,data/citywide/images/253/92854/78660__AST_EX_20250123_153113.jpeg,Concrete,Beam,Timber,,No railings,5.0,Steel,1.52,short (<6m),wide (>1.5m),
92854,AST_EX_20250123_153104.jpeg,78661,Trail Bridge,data/citywide/images/253/92854/78661__AST_EX_20250123_153104.jpeg,Concrete,Beam,Timber,,No railings,5.0,Steel,1.52,short (<6m),wide (>1.5m),
92854,AST_EX_20250123_152944.jpeg,78662,Trail Bridge,data/citywide/images/253/92854/78662__AST_EX_20250123_152944.jpeg,Concrete,Beam,Timber,,No railings,5.0,Steel,1.52,short (<6m),wide (>1.5m),
92854,AST_EX_20250123_152826.jpeg,78664,Trail Bridge,data/citywide/images/253/92854/78664__AST_EX_20250123_152826.jpeg,Concrete,Beam,Timber,,No railings,5.0,Steel,1.52,short (<6m),wide (>1.5m),
92871,AST_IM_20211022_120047.jpeg,29476,Trail Bridge,data/citywide/images/253/92871/29476__AST_IM_20211022_120047.jpeg,Timber,Beam,Timber,,No railings,8.0,Timber,,medium (6-20m),,
92872,AST_IM_20211022_120746.jpeg,29477,Trail Bridge,data/citywide/images/253/92872/29477__AST_IM_20211022_120746.jpeg,Timber,Beam,Timber,,,13.0,Timber,,medium (6-20m),,
93007,AST_IM_20211027_111421.jpeg,29664,Trail Bridge,data/citywide/images/253/93007/29664__AST_IM_20211027_111421.jpeg,Timber,Beam,Timber,,,2.5,Timber,1.0,short (<6m),standard (0.9-1.5m),
93007,AST_EX_20220822_130344.jpeg,60764,Trail Bridge,data/citywide/images/253/93007/60764__AST_EX_20220822_130344.jpeg,Timber,Beam,Timber,,,2.5,Timber,1.0,short (<6m),standard (0.9-1.5m),
93036,AST_IM_20211029_125434.jpeg,29706,Trail Bridge,data/citywide/images/253/93036/29706__AST_IM_20211029_125434.jpeg,Timber,Beam,Timber,,No railings,3.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
93038,AST_IM_20211029_141824.jpeg,29700,Trail Bridge,data/citywide/images/253/93038/29700__AST_IM_20211029_141824.jpeg,Timber,Beam,Timber,,No railings,4.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
93041,AST_IM_20211029_142832.jpeg,29693,Trail Bridge,data/citywide/images/253/93041/29693__AST_IM_20211029_142832.jpeg,Timber,Beam,Timber,,,16.0,Timber,1.5,medium (6-20m),wide (>1.5m),
93041,AST_IM_20230125_160226.jpeg,64635,Trail Bridge,data/citywide/images/253/93041/64635__AST_IM_20230125_160226.jpeg,Timber,Beam,Timber,,,16.0,Timber,1.5,medium (6-20m),wide (>1.5m),
93041,AST_IM_20230125_160236.jpeg,64636,Trail Bridge,data/citywide/images/253/93041/64636__AST_IM_20230125_160236.jpeg,Timber,Beam,Timber,,,16.0,Timber,1.5,medium (6-20m),wide (>1.5m),
93041,AST_IM_20230125_160304.jpeg,64638,Trail Bridge,data/citywide/images/253/93041/64638__AST_IM_20230125_160304.jpeg,Timber,Beam,Timber,,,16.0,Timber,1.5,medium (6-20m),wide (>1.5m),
93043,AST_IM_20211029_132630.jpeg,29697,Trail Bridge,data/citywide/images/253/93043/29697__AST_IM_20211029_132630.jpeg,Timber,Beam,Timber,,No railings,4.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
94144,Babcock Bridge # 2.jpg,32678,Trail Bridge,data/citywide/images/253/94144/32678__Babcock_Bridge___2.jpg,Concrete,Truss,Composite,,,,Aluminum,1.4,,standard (0.9-1.5m),
94170,AST_IM_20211126_125458.jpeg,33043,Trail Bridge,data/citywide/images/253/94170/33043__AST_IM_20211126_125458.jpeg,Timber,Beam,Timber,,,5.0,Timber,0.5,short (<6m),narrow (<0.9m),
94172,AST_IM_20211126_125544.jpeg,33048,Trail Bridge,data/citywide/images/253/94172/33048__AST_IM_20211126_125544.jpeg,,,,,No railings,,,,,,
94177,AST_IM_20211126_123608.jpeg,33072,Trail Bridge,data/citywide/images/253/94177/33072__AST_IM_20211126_123608.jpeg,Timber,,Timber,,,4.0,Timber,3.0,short (<6m),wide (>1.5m),
94777,MI_20240629_131919.jpg,70479,Trail Bridge,data/citywide/images/253/94777/70479__MI_20240629_131919.jpg,Gabions,,Timber,,No railings,5.0,Timber,3.0,short (<6m),wide (>1.5m),
94778,MI_20240629_125627.jpg,70489,Trail Bridge,data/citywide/images/253/94778/70489__MI_20240629_125627.jpg,Gabions,,Timber,,No railings,5.0,Timber,3.0,short (<6m),wide (>1.5m),
94779,AST_EX_20240629_125041.jpeg,70135,Trail Bridge,data/citywide/images/253/94779/70135__AST_EX_20240629_125041.jpeg,Gabions,,Timber,,No railings,5.0,Timber,3.0,short (<6m),wide (>1.5m),
95938,AST_EX_20220718_192953.jpeg,55415,Trail Bridge,data/citywide/images/253/95938/55415__AST_EX_20220718_192953.jpeg,Steel,Truss,Steel,,,27.0,Aluminum,1.5,long (>20m),wide (>1.5m),
95947,AST_IM_20220121_144127.jpeg,35513,Trail Bridge,data/citywide/images/253/95947/35513__AST_IM_20220121_144127.jpeg,,,,,No railings,,,,,,
95947,AST_IM_20220121_144121.jpeg,35517,Trail Bridge,data/citywide/images/253/95947/35517__AST_IM_20220121_144121.jpeg,,,,,No railings,,,,,,
95947,AST_EX_20240730_131657.jpeg,71801,Trail Bridge,data/citywide/images/253/95947/71801__AST_EX_20240730_131657.jpeg,,,,,No railings,,,,,,
95947,AST_EX_20240730_131643.jpeg,71803,Trail Bridge,data/citywide/images/253/95947/71803__AST_EX_20240730_131643.jpeg,,,,,No railings,,,,,,
95948,AST_IM_20220121_144207.jpeg,35519,Trail Bridge,data/citywide/images/253/95948/35519__AST_IM_20220121_144207.jpeg,,,,,2 railings,,,,,,
95948,AST_EX_20240730_131759.jpeg,71800,Trail Bridge,data/citywide/images/253/95948/71800__AST_EX_20240730_131759.jpeg,,,,,2 railings,,,,,,
96291,P6110132.JPG,35806,Trail Bridge,data/citywide/images/253/96291/35806__P6110132.JPG,,Beam,Timber,,No railings,2.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
96292,P6110130.JPG,35807,Trail Bridge,data/citywide/images/253/96292/35807__P6110130.JPG,,Beam,Timber,,No railings,2.0,Timber,2.0,short (<6m),wide (>1.5m),
96293,DSCN0972.JPG,35805,Trail Bridge,data/citywide/images/253/96293/35805__DSCN0972.JPG,,Beam,Timber,,No railings,2.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
96561,AST_EX_20250517_125815.jpeg,82109,Trail Bridge,data/citywide/images/253/96561/82109__AST_EX_20250517_125815.jpeg,,,Steel,,1 railing,,Aluminum,,,,
96854,emily lake 2.jpg,36702,Trail Bridge,data/citywide/images/253/96854/36702__emily_lake_2.jpg,Timber,Beam,Timber,,,,Timber,,,,
96854,emily lake 3.jpg,36703,Trail Bridge,data/citywide/images/253/96854/36703__emily_lake_3.jpg,Timber,Beam,Timber,,,,Timber,,,,
96884,AST_IM_20220314_141659.jpeg,36758,Trail Bridge,data/citywide/images/253/96884/36758__AST_IM_20220314_141659.jpeg,,,,,2 railings,,,,,,
96884,AST_IM_20220314_141646.jpeg,36759,Trail Bridge,data/citywide/images/253/96884/36759__AST_IM_20220314_141646.jpeg,,,,,2 railings,,,,,,
97442,AST_IM_20220407_132853.jpeg,39025,Trail Bridge,data/citywide/images/253/97442/39025__AST_IM_20220407_132853.jpeg,,,,,No railings,,,,,,
97444,AST_IM_20220407_145222.jpeg,39019,Trail Bridge,data/citywide/images/253/97444/39019__AST_IM_20220407_145222.jpeg,,,,,No railings,,,,,,
97445,AST_IM_20220407_145458.jpeg,39013,Trail Bridge,data/citywide/images/253/97445/39013__AST_IM_20220407_145458.jpeg,,,,,No railings,,,,,,
97446,AST_IM_20220407_134129.jpeg,39018,Trail Bridge,data/citywide/images/253/97446/39018__AST_IM_20220407_134129.jpeg,,,,,No railings,,,,,,
97446,AST_IM_20220407_134147.jpeg,39026,Trail Bridge,data/citywide/images/253/97446/39026__AST_IM_20220407_134147.jpeg,,,,,No railings,,,,,,
97447,AST_IM_20220407_125412.jpeg,39020,Trail Bridge,data/citywide/images/253/97447/39020__AST_IM_20220407_125412.jpeg,,,,,No railings,,,,,,
97448,AST_IM_20220407_150906.jpeg,39012,Trail Bridge,data/citywide/images/253/97448/39012__AST_IM_20220407_150906.jpeg,,,,,No railings,,,,,,
97816,AST_IM_20220412_145541.jpeg,39164,Trail Bridge,data/citywide/images/253/97816/39164__AST_IM_20220412_145541.jpeg,Gabions,Beam,Timber,,,7.0,Timber,1.5,medium (6-20m),wide (>1.5m),
97816,AST_IM_20220412_145603.jpeg,39165,Trail Bridge,data/citywide/images/253/97816/39165__AST_IM_20220412_145603.jpeg,Gabions,Beam,Timber,,,7.0,Timber,1.5,medium (6-20m),wide (>1.5m),
97816,AST_EX_20230516_133426.jpeg,64950,Trail Bridge,data/citywide/images/253/97816/64950__AST_EX_20230516_133426.jpeg,Gabions,Beam,Timber,,,7.0,Timber,1.5,medium (6-20m),wide (>1.5m),
97817,AST_IM_20220412_144940.jpeg,39166,Trail Bridge,data/citywide/images/253/97817/39166__AST_IM_20220412_144940.jpeg,Gabions,,Timber,,,6.0,Timber,1.0,medium (6-20m),standard (0.9-1.5m),
97817,AST_IM_20220412_144924.jpeg,39167,Trail Bridge,data/citywide/images/253/97817/39167__AST_IM_20220412_144924.jpeg,Gabions,,Timber,,,6.0,Timber,1.0,medium (6-20m),standard (0.9-1.5m),
97817,AST_EX_20230516_133152.jpeg,64949,Trail Bridge,data/citywide/images/253/97817/64949__AST_EX_20230516_133152.jpeg,Gabions,,Timber,,,6.0,Timber,1.0,medium (6-20m),standard (0.9-1.5m),
97817,AST_EX_20260217_155044.jpeg,92613,Trail Bridge,data/citywide/images/253/97817/92613__AST_EX_20260217_155044.jpeg,Gabions,,Timber,,,6.0,Timber,1.0,medium (6-20m),standard (0.9-1.5m),
97906,AST_IM_20220413_123907.jpeg,39340,Trail Bridge,data/citywide/images/253/97906/39340__AST_IM_20220413_123907.jpeg,,Beam,Timber,,,5.0,,1.5,short (<6m),wide (>1.5m),
97906,AST_EX_20260217_150753.jpeg,92632,Trail Bridge,data/citywide/images/253/97906/92632__AST_EX_20260217_150753.jpeg,,Beam,Timber,,,5.0,,1.5,short (<6m),wide (>1.5m),
98336,Fang Bridge.jpg,40065,Trail Bridge,data/citywide/images/253/98336/40065__Fang_Bridge.jpg,Timber,Beam,Timber,,,40.0,Timber,1.3,long (>20m),standard (0.9-1.5m),
98336,Fang Bridge 2.jpg,40066,Trail Bridge,data/citywide/images/253/98336/40066__Fang_Bridge_2.jpg,Timber,Beam,Timber,,,40.0,Timber,1.3,long (>20m),standard (0.9-1.5m),
98492,AST_IM_20220504_113908.jpeg,40289,Trail Bridge,data/citywide/images/253/98492/40289__AST_IM_20220504_113908.jpeg,Timber,Beam,Timber,,,10.0,Timber,1.5,medium (6-20m),wide (>1.5m),
98498,AST_IM_20220504_112521.jpeg,40292,Trail Bridge,data/citywide/images/253/98498/40292__AST_IM_20220504_112521.jpeg,Timber,Beam,Timber,,,10.0,Timber,1.5,medium (6-20m),wide (>1.5m),
98531,AST_IM_20220508_132058.jpeg,40392,Trail Bridge,data/citywide/images/253/98531/40392__AST_IM_20220508_132058.jpeg,Timber,Beam,Timber,,,7.0,,1.2,medium (6-20m),standard (0.9-1.5m),
99454,AST_EX_20240605_103815.jpeg,69180,Trail Bridge,data/citywide/images/253/99454/69180__AST_EX_20240605_103815.jpeg,Timber,Beam,Timber,,No railings,3.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
99454,AST_EX_20240605_103754.jpeg,69185,Trail Bridge,data/citywide/images/253/99454/69185__AST_EX_20240605_103754.jpeg,Timber,Beam,Timber,,No railings,3.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
99454,AST_EX_20240605_103825.jpeg,69187,Trail Bridge,data/citywide/images/253/99454/69187__AST_EX_20240605_103825.jpeg,Timber,Beam,Timber,,No railings,3.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
99454,AST_EX_20250607_140751.jpeg,83361,Trail Bridge,data/citywide/images/253/99454/83361__AST_EX_20250607_140751.jpeg,Timber,Beam,Timber,,No railings,3.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
99455,AST_EX_20240605_104806.jpeg,69184,Trail Bridge,data/citywide/images/253/99455/69184__AST_EX_20240605_104806.jpeg,,,,,No railings,,,,,,
99457,AST_EX_20240605_104154.jpeg,69188,Trail Bridge,data/citywide/images/253/99457/69188__AST_EX_20240605_104154.jpeg,,Beam,Timber,,No railings,4.0,Timber,1.5,short (<6m),wide (>1.5m),
99459,AST_EX_20240605_102950.jpeg,69183,Trail Bridge,data/citywide/images/253/99459/69183__AST_EX_20240605_102950.jpeg,Timber,Beam,Timber,,No railings,3.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
99459,AST_EX_20240605_102501.jpeg,69186,Trail Bridge,data/citywide/images/253/99459/69186__AST_EX_20240605_102501.jpeg,Timber,Beam,Timber,,No railings,3.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
99459,AST_EX_20240605_102446.jpeg,69189,Trail Bridge,data/citywide/images/253/99459/69189__AST_EX_20240605_102446.jpeg,Timber,Beam,Timber,,No railings,3.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
99459,AST_EX_20250607_140519.jpeg,83362,Trail Bridge,data/citywide/images/253/99459/83362__AST_EX_20250607_140519.jpeg,Timber,Beam,Timber,,No railings,3.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
99460,AST_EX_20240605_100823.jpeg,69181,Trail Bridge,data/citywide/images/253/99460/69181__AST_EX_20240605_100823.jpeg,,Beam,Timber,,No railings,5.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
99460,AST_EX_20250607_140400.jpeg,83363,Trail Bridge,data/citywide/images/253/99460/83363__AST_EX_20250607_140400.jpeg,,Beam,Timber,,No railings,5.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
99611,AST_IM_20220518_133647.jpeg,42725,Trail Bridge,data/citywide/images/253/99611/42725__AST_IM_20220518_133647.jpeg,Gabions,Beam,Timber,,,9.0,Steel,1.25,medium (6-20m),standard (0.9-1.5m),
99611,AST_IM_20220518_133713.jpeg,42728,Trail Bridge,data/citywide/images/253/99611/42728__AST_IM_20220518_133713.jpeg,Gabions,Beam,Timber,,,9.0,Steel,1.25,medium (6-20m),standard (0.9-1.5m),
99611,AST_EX_20241211_121546.jpeg,78067,Trail Bridge,data/citywide/images/253/99611/78067__AST_EX_20241211_121546.jpeg,Gabions,Beam,Timber,,,9.0,Steel,1.25,medium (6-20m),standard (0.9-1.5m),
99612,AST_IM_20220518_134549.jpeg,42722,Trail Bridge,data/citywide/images/253/99612/42722__AST_IM_20220518_134549.jpeg,Concrete,Beam,Timber,,,7.0,Timber,1.5,medium (6-20m),wide (>1.5m),
99612,AST_IM_20220518_134603.jpeg,42724,Trail Bridge,data/citywide/images/253/99612/42724__AST_IM_20220518_134603.jpeg,Concrete,Beam,Timber,,,7.0,Timber,1.5,medium (6-20m),wide (>1.5m),
99612,AST_IM_20220518_134527.jpeg,42731,Trail Bridge,data/citywide/images/253/99612/42731__AST_IM_20220518_134527.jpeg,Concrete,Beam,Timber,,,7.0,Timber,1.5,medium (6-20m),wide (>1.5m),
99612,AST_EX_20241211_120735.jpeg,78068,Trail Bridge,data/citywide/images/253/99612/78068__AST_EX_20241211_120735.jpeg,Concrete,Beam,Timber,,,7.0,Timber,1.5,medium (6-20m),wide (>1.5m),
99612,AST_EX_20241211_121019.jpeg,78069,Trail Bridge,data/citywide/images/253/99612/78069__AST_EX_20241211_121019.jpeg,Concrete,Beam,Timber,,,7.0,Timber,1.5,medium (6-20m),wide (>1.5m),
99614,AST_IM_20220518_122843.jpeg,42726,Trail Bridge,data/citywide/images/253/99614/42726__AST_IM_20220518_122843.jpeg,Timber,,Timber,,,9.0,Timber,1.25,medium (6-20m),standard (0.9-1.5m),
99614,AST_IM_20220518_122654.jpeg,42727,Trail Bridge,data/citywide/images/253/99614/42727__AST_IM_20220518_122654.jpeg,Timber,,Timber,,,9.0,Timber,1.25,medium (6-20m),standard (0.9-1.5m),
99614,AST_IM_20220518_122712.jpeg,42729,Trail Bridge,data/citywide/images/253/99614/42729__AST_IM_20220518_122712.jpeg,Timber,,Timber,,,9.0,Timber,1.25,medium (6-20m),standard (0.9-1.5m),
99614,AST_EX_20241211_135900.jpeg,78075,Trail Bridge,data/citywide/images/253/99614/78075__AST_EX_20241211_135900.jpeg,Timber,,Timber,,,9.0,Timber,1.25,medium (6-20m),standard (0.9-1.5m),
99614,AST_EX_20241211_135846.jpeg,78076,Trail Bridge,data/citywide/images/253/99614/78076__AST_EX_20241211_135846.jpeg,Timber,,Timber,,,9.0,Timber,1.25,medium (6-20m),standard (0.9-1.5m),
99614,AST_EX_20241211_135756.jpeg,78078,Trail Bridge,data/citywide/images/253/99614/78078__AST_EX_20241211_135756.jpeg,Timber,,Timber,,,9.0,Timber,1.25,medium (6-20m),standard (0.9-1.5m),
99615,AST_IM_20220518_135321.jpeg,42721,Trail Bridge,data/citywide/images/253/99615/42721__AST_IM_20220518_135321.jpeg,Steel,Beam,Timber,,,16.0,Timber,5.0,medium (6-20m),wide (>1.5m),
99615,AST_IM_20220518_135239.jpeg,42723,Trail Bridge,data/citywide/images/253/99615/42723__AST_IM_20220518_135239.jpeg,Steel,Beam,Timber,,,16.0,Timber,5.0,medium (6-20m),wide (>1.5m),
99615,AST_EX_20241211_120344.jpeg,78070,Trail Bridge,data/citywide/images/253/99615/78070__AST_EX_20241211_120344.jpeg,Steel,Beam,Timber,,,16.0,Timber,5.0,medium (6-20m),wide (>1.5m),
99814,AST_IM_20220526_143914.jpeg,43092,Trail Bridge,data/citywide/images/253/99814/43092__AST_IM_20220526_143914.jpeg,Steel,Beam,Timber,,,7.0,Timber,1.0,medium (6-20m),standard (0.9-1.5m),
99844,AST_IM_20220527_110127.jpeg,43175,Trail Bridge,data/citywide/images/253/99844/43175__AST_IM_20220527_110127.jpeg,Timber,Beam,Timber,,,3.0,Timber,1.0,short (<6m),standard (0.9-1.5m),
99880,AST_EX_20240423_102852.jpeg,67956,Trail Bridge,data/citywide/images/253/99880/67956__AST_EX_20240423_102852.jpeg,Timber,Beam,,,No railings,8.0,Timber,0.5,medium (6-20m),narrow (<0.9m),
99882,AST_EX_20240423_105328.jpeg,67960,Trail Bridge,data/citywide/images/253/99882/67960__AST_EX_20240423_105328.jpeg,,,,,No railings,4.0,Timber,0.5,short (<6m),narrow (<0.9m),
99884,AST_EX_20240423_115441.jpeg,67955,Trail Bridge,data/citywide/images/253/99884/67955__AST_EX_20240423_115441.jpeg,Timber,,,,No railings,5.0,,0.5,short (<6m),narrow (<0.9m),
100111,AST_IM_20220529_134628.jpeg,43616,Trail Bridge,data/citywide/images/253/100111/43616__AST_IM_20220529_134628.jpeg,Concrete,Truss,Timber,2.5,,8.0,Aluminum,1.2,medium (6-20m),standard (0.9-1.5m),medium (1-5m)
100111,AST_IM_20220529_134602.jpeg,43648,Trail Bridge,data/citywide/images/253/100111/43648__AST_IM_20220529_134602.jpeg,Concrete,Truss,Timber,2.5,,8.0,Aluminum,1.2,medium (6-20m),standard (0.9-1.5m),medium (1-5m)
100111,AST_IM_20220529_134610.jpeg,43649,Trail Bridge,data/citywide/images/253/100111/43649__AST_IM_20220529_134610.jpeg,Concrete,Truss,Timber,2.5,,8.0,Aluminum,1.2,medium (6-20m),standard (0.9-1.5m),medium (1-5m)
100111,AST_EX_20221027_105528.jpeg,63984,Trail Bridge,data/citywide/images/253/100111/63984__AST_EX_20221027_105528.jpeg,Concrete,Truss,Timber,2.5,,8.0,Aluminum,1.2,medium (6-20m),standard (0.9-1.5m),medium (1-5m)
100111,AST_EX_20221027_105519.jpeg,63985,Trail Bridge,data/citywide/images/253/100111/63985__AST_EX_20221027_105519.jpeg,Concrete,Truss,Timber,2.5,,8.0,Aluminum,1.2,medium (6-20m),standard (0.9-1.5m),medium (1-5m)
100111,AST_EX_20241203_154639.jpeg,77909,Trail Bridge,data/citywide/images/253/100111/77909__AST_EX_20241203_154639.jpeg,Concrete,Truss,Timber,2.5,,8.0,Aluminum,1.2,medium (6-20m),standard (0.9-1.5m),medium (1-5m)
100111,AST_EX_20241203_154604.jpeg,77913,Trail Bridge,data/citywide/images/253/100111/77913__AST_EX_20241203_154604.jpeg,Concrete,Truss,Timber,2.5,,8.0,Aluminum,1.2,medium (6-20m),standard (0.9-1.5m),medium (1-5m)
100111,AST_EX_20241203_154619.jpeg,77914,Trail Bridge,data/citywide/images/253/100111/77914__AST_EX_20241203_154619.jpeg,Concrete,Truss,Timber,2.5,,8.0,Aluminum,1.2,medium (6-20m),standard (0.9-1.5m),medium (1-5m)
100111,AST_EX_20241203_154938.jpeg,77915,Trail Bridge,data/citywide/images/253/100111/77915__AST_EX_20241203_154938.jpeg,Concrete,Truss,Timber,2.5,,8.0,Aluminum,1.2,medium (6-20m),standard (0.9-1.5m),medium (1-5m)
