,File Name,Asset ID,Description,Abutment Material,Fall Height (m),Has Pedestrian Railing,"Material (Frame, Tank, Body)",Number of Steps,Structure Material,Width (m)
340,AST_EX_20250505_104847.jpeg,83871,"Paul Lake Day Use; MAIN LOT; 5 SETS STAIRS CONCRETE 3.5M X 5.5M FROM MAIN PARKING ; ,BEACH BELOW THE WATER LINE IS MUDDY. DEADFALL; concrete",,-1.0,1 railing,Concrete,-1.0,,
341,AST_IM_20210729_112904.jpeg,83871,"Paul Lake Day Use; MAIN LOT; 5 SETS STAIRS CONCRETE 3.5M X 5.5M FROM MAIN PARKING ; ,BEACH BELOW THE WATER LINE IS MUDDY. DEADFALL; concrete",,-1.0,1 railing,Concrete,-1.0,,
342,AST_EX_20250505_104653.jpeg,83874,Metal stair case; metal,,-1.0,1 railing,Metal,-1.0,,
343,AST_IM_20210729_161121.jpeg,83874,Metal stair case; metal,,-1.0,1 railing,Metal,-1.0,,
344,MI_20210727_152758.jpg,83915,"Stairs, wood, Stringers and Code stairs; wood staircase",,-1.0,2 railings,Timber/Wood,-1.0,,
345,AST_IM_20210724_082534.jpeg,83940,Wood block steps on botanical loop trail ; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
346,AST_IM_20210804_113016.jpeg,84856,"Diana creek trail, 7 steps; wood step",,-1.0,No railings,Timber/Wood,-1.0,,
347,AST_IM_20210805_132533.jpeg,84944,Stairs; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
348,MI_20210805_111305.jpg,85087,"wells gray, moul falls, stairs metal, 80%; metal",,-1.0,2 railings,Metal,-1.0,,
349,AST_IM_20210804_104458.jpeg,85475,wood block steps; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
350,AST_IM_20210804_104927.jpeg,85476,Log steps,,-1.0,No railings,Timber/Wood,0.0,,
351,AST_IM_20210804_110518.jpeg,85480,Wood Stairs; wood staircase,,-1.0,No railings,Timber/Wood,-1.0,,
352,AST_IM_20210804_105202.jpeg,85481,wood block steps; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
353,AST_EX_20241030_132317.jpeg,85483,wood block steps; boxsteps,,-1.0,No railings,Box Step,-1.0,,
354,AST_IM_20210804_110700.jpeg,85483,wood block steps; boxsteps,,-1.0,No railings,Box Step,-1.0,,
355,AST_IM_20210804_110811.jpeg,85486,wood block steps,,-1.0,No railings,Earth-Filled,0.0,,
356,AST_IM_20210804_110935.jpeg,85488,Wood stairs; wood staircase,,-1.0,No railings,Timber/Wood,-1.0,,
357,AST_IM_20210804_111005.jpeg,85489,wood block steps; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
358,AST_IM_20210804_105826.jpeg,85492,wood block steps,,-1.0,No railings,Earth-Filled,0.0,,
359,AST_IM_20210804_110436.jpeg,85493,wood block steps; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
360,AST_IM_20210804_111252.jpeg,85494,wood stairs; wood staircase,,-1.0,No railings,Timber/Wood,-1.0,,
361,AST_IM_20210804_111031.jpeg,85496,wood stairs; wood staircase,,-1.0,No railings,Timber/Wood,-1.0,,
362,AST_IM_20210804_110839.jpeg,85499,wood block steps; wood staircase,,-1.0,No railings,Timber/Wood,-1.0,,
363,AST_IM_20210811_114932.jpeg,85958,Whiskers day use; concrete,,-1.0,No railings,Concrete,-1.0,,
364,AST_IM_20210811_133714.jpeg,85964,Whiskers site 21; concrete,,-1.0,No railings,Concrete,-1.0,,
365,AST_IM_20210811_133153.jpeg,85966,Whiskers site 20; concrete,,-1.0,No railings,Concrete,-1.0,,
366,AST_EX_20250730_120953.jpeg,85989,7 step wooden stairs; wood step,,0.0,No railings,Timber/Wood,3.0,,
367,AST_EX_20250730_124446.jpeg,86044,Wood block steps,,-1.0,No railings,Earth-Filled,0.0,,
368,AST_IM_20210811_133919.jpeg,86053,11 step wood stairs; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
369,AST_IM_20210811_134500.jpeg,86062,Fallen log stairs,,-1.0,No railings,Timber/Wood,0.0,,
370,AST_IM_20210811_141226.jpeg,86091,3 step wood stairs; wood staircase,,-1.0,No railings,Timber/Wood,-1.0,,
371,AST_EX_20250730_130132.jpeg,86094,Wood block steps; boxsteps,,0.0,No railings,Box Step,-1.0,,
372,AST_IM_20210811_134119.jpeg,86102,18 step wood stairs; wood staircase,,-1.0,No railings,Timber/Wood,-1.0,,
373,AST_IM_20210811_134204.jpeg,86102,18 step wood stairs; wood staircase,,-1.0,No railings,Timber/Wood,-1.0,,
374,AST_IM_20210811_151705.jpeg,86143,"17 steps, wood stairs; wood staircase",,-1.0,No railings,Timber/Wood,-1.0,,
375,AST_IM_20210811_151744.jpeg,86143,"17 steps, wood stairs; wood staircase",,-1.0,No railings,Timber/Wood,-1.0,,
376,AST_IM_20210811_160657.jpeg,86156,4 step wood stairs; wood staircase,,-1.0,No railings,Timber/Wood,-1.0,,
377,AST_IM_20210811_160007.jpeg,86159,3 wood steps; wood staircase,,-1.0,No railings,Timber/Wood,-1.0,,
378,AST_IM_20210811_160904.jpeg,86174,7 step wood stairs; wood staircase,,-1.0,No railings,Timber/Wood,-1.0,,
379,AST_IM_20210811_164532.jpeg,86209,"8 step wood stairs, garbage; wood staircase",,-1.0,No railings,Timber/Wood,-1.0,,
380,AST_IM_20210811_165056.jpeg,86238,3 wood steps; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
381,AST_IM_20210811_163112.jpeg,86246,"8 step wood stairs, garbage; wood staircase",,-1.0,No railings,Timber/Wood,-1.0,,
382,AST_IM_20210811_171119.jpeg,86259,7 step wood stairs; wood staircase,,-1.0,No railings,Timber/Wood,-1.0,,
383,AST_IM_20210813_111302.jpeg,86617,Whiskers site 24; concrete,,-1.0,No railings,Concrete,-1.0,,
384,AST_IM_20210813_111720.jpeg,86620,Whiskers site 8; concrete,,-1.0,No railings,Concrete,-1.0,,
385,AST_EX_20220623_144234.jpeg,86623,Whiskers site 59; concrete,,-1.0,No railings,Concrete,-1.0,,
386,AST_IM_20210813_124840.jpeg,86623,Whiskers site 59; concrete,,-1.0,No railings,Concrete,-1.0,,
387,AST_EX_20250918_114302.jpeg,86680,; concrete,,-1.0,2 railings,Concrete,-1.0,,
388,AST_IM_20210813_135142.jpeg,86680,; concrete,,-1.0,2 railings,Concrete,-1.0,,
389,AST_EX_20220712_155137.jpeg,87005,"wooden and rock stairs, in good condition; stone",,-1.0,2 railings,Rock/Stone,-1.0,,
390,MI_20210816_150601.jpg,87005,"wooden and rock stairs, in good condition; stone",,-1.0,2 railings,Rock/Stone,-1.0,,
391,AST_IM_20210817_120641.jpeg,87019,Whiskers site 37; concrete,,-1.0,No railings,Concrete,-1.0,,
392,AST_IM_20210820_113737.jpeg,87326,; stone,,-1.0,No railings,Rock/Stone,-1.0,,
393,AST_IM_20210820_140036.jpeg,87341,"Monck Campground; 40 STEPS, PRECAST CONCRETE, THROUGHOUT CAMPGROUND ; concrete",,-1.0,TBD,Concrete,-1.0,,
394,AST_IM_20210823_144317.jpeg,87713,; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
395,AST_IM_20210823_144251.jpeg,87717,; stone,,-1.0,No railings,Rock/Stone,-1.0,,
396,AST_IM_20210826_120429.jpeg,88086,; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
397,AST_IM_20210826_120506.jpeg,88087,; boxsteps,,-1.0,TBD,Box Step,-1.0,,
398,AST_IM_20210826_120545.jpeg,88091,; boxsteps,,-1.0,TBD,Box Step,-1.0,,
399,AST_EX_20241206_115433.jpeg,88110,; wood step,,-1.0,TBD,Timber/Wood,-1.0,,
400,AST_IM_20210826_140903.jpeg,88110,; wood step,,-1.0,TBD,Timber/Wood,-1.0,,
401,AST_IM_20210826_143953.jpeg,88111,Poor replace; wood step,,-1.0,TBD,Timber/Wood,-1.0,,
402,AST_IM_20210826_143818.jpeg,88120,Poor - replace; wood step,,-1.0,TBD,Timber/Wood,-1.0,,
403,AST_IM_20210826_143726.jpeg,88122,; wood step,,-1.0,TBD,Timber/Wood,-1.0,,
404,AST_IM_20210826_145250.jpeg,88123,; wood step,,-1.0,TBD,Timber/Wood,-1.0,,
405,MI_20210826_114546.jpg,88137,fair; wood staircase,,-1.0,TBD,Timber/Wood,-1.0,,
406,MI_20210826_114617.jpg,88138,fair; wood staircase,,-1.0,TBD,Timber/Wood,-1.0,,
407,MI_20210826_114323.jpg,88149,; wood step,,-1.0,TBD,Timber/Wood,-1.0,,
408,MI_20210826_143701.jpg,88156,; wood step,,-1.0,TBD,Timber/Wood,-1.0,,
409,MI_20210826_115850.jpg,88161,fair; wood staircase,,-1.0,TBD,Timber/Wood,-1.0,,
410,MI_20210826_115555.jpg,88162,extremely poor; wood step,,-1.0,TBD,Timber/Wood,-1.0,,
411,MI_20210826_142422.jpg,88164,; wood step,,-1.0,TBD,Timber/Wood,-1.0,,
412,MI_20210826_115218.jpg,88165,; wood step,,-1.0,TBD,Timber/Wood,-1.0,,
413,MI_20210826_115817.jpg,88172,fair; wood staircase,,-1.0,TBD,Timber/Wood,-1.0,,
414,MI_20210826_114432.jpg,88173,fair; wood staircase,,-1.0,TBD,Timber/Wood,-1.0,,
415,MI_20210826_115954.jpg,88176,fair; wood staircase,,-1.0,TBD,Timber/Wood,-1.0,,
416,MI_20210826_115409.jpg,88177,fair; wood staircase,,-1.0,TBD,Timber/Wood,-1.0,,
417,MI_20210826_143857.jpg,88178,very poor; wood step,,-1.0,TBD,Timber/Wood,-1.0,,
418,AST_EX_20241025_092917.jpeg,88198,"New as of 2022. transverse 5 x 6aEUR?x6aEUR?x3aEUR(TM) wood timbers secured with rebar, approx. 14aEUR(TM) staircase; wood staircase",,-1.0,1 railing,Timber/Wood,-1.0,,
419,AST_IM_20210827_155108.jpeg,88205,Rick coppick instal; wood staircase,,-1.0,No railings,Timber/Wood,-1.0,,
420,AST_IM_20210827_154932.jpeg,88207,12m; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
421,AST_IM_20210827_155003.jpeg,88207,12m; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
422,AST_IM_20210827_155143.jpeg,88210,Stairs - Rick coppick install - 10m; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
423,AST_IM_20210827_155226.jpeg,88210,Stairs - Rick coppick install - 10m; wood staircase,,-1.0,1 railing,Timber/Wood,-1.0,,
424,AST_EX_20240817_171600.jpeg,88271,Steps made of 4 x 4 wood rebared into ground.about 17 steps long. all treated wood. | Good condition.; boxsteps,,-1.0,TBD,Box Step,-1.0,,
425,AST_IM_20210829_092520.jpeg,88271,Steps made of 4 x 4 wood rebared into ground.about 17 steps long. all treated wood. | Good condition.; boxsteps,,-1.0,TBD,Box Step,-1.0,,
426,AST_IM_20210902_125320.jpeg,88398,Stairs from beach area to tent pads. In sturdy condition. ; wood staircase,,-1.0,No railings,Timber/Wood,-1.0,,
427,AST_EX_20250630_100944.jpeg,88460,M L Stairs; boxsteps,,-1.0,TBD,Box Step,-1.0,,
428,AST_EX_20250630_100924.jpeg,88460,M L Stairs; boxsteps,,-1.0,TBD,Box Step,-1.0,,
429,AST_EX_20250630_101017.jpeg,88460,M L Stairs; boxsteps,,-1.0,TBD,Box Step,-1.0,,
430,MI_20240608_085450.jpg,88460,M L Stairs; boxsteps,,-1.0,TBD,Box Step,-1.0,,
431,242905693_.jpg,88491,Smith R Falls Stairs; boxsteps,,-1.0,TBD,Box Step,-1.0,,
432,20240624_152532.jpg,88491,Smith R Falls Stairs; boxsteps,,-1.0,TBD,Box Step,-1.0,,
433,MI_20240610_094713.jpg,88491,Smith R Falls Stairs; boxsteps,,-1.0,TBD,Box Step,-1.0,,
434,MI_20240610_100252.jpg,88491,Smith R Falls Stairs; boxsteps,,-1.0,TBD,Box Step,-1.0,,
435,MI_20240610_094812.jpg,88491,Smith R Falls Stairs; boxsteps,,-1.0,TBD,Box Step,-1.0,,
436,AST_EX_20220726_181012.jpeg,88507,"On Aldermere trail? 13 steps, shallow, from main road onto trail (crossing near boat launch road and main road junction); wood staircase",,-1.0,TBD,Timber/Wood,-1.0,,
437,MI_20210907_133440.jpg,88507,"On Aldermere trail? 13 steps, shallow, from main road onto trail (crossing near boat launch road and main road junction); wood staircase",,-1.0,TBD,Timber/Wood,-1.0,,
438,AST_EX_20250515_134802.jpeg,89201,Concrete staircase with metal handrail leading to beach at Goldpan park.; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
439,AST_IM_20210915_122735.jpeg,89201,Concrete staircase with metal handrail leading to beach at Goldpan park.; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
440,AST_EX_20250515_134202.jpeg,89202,Concrete staircase with metal railing at Goldpan Park. Beach access.; concrete,,-1.0,1 railing,Concrete,-1.0,,
441,AST_IM_20210915_122337.jpeg,89202,Concrete staircase with metal railing at Goldpan Park. Beach access.; concrete,,-1.0,1 railing,Concrete,-1.0,,
442,AST_IM_20210916_152752.jpeg,89332,"Stone. Separation barrier metal, condition 6- some cracks and holes. non accessible ; concrete",,-1.0,1 railing,Concrete,-1.0,,
443,AST_IM_20210918_124655.jpeg,89546,set of small three stepped concrete stairs in campsite; concrete,,-1.0,TBD,Concrete,-1.0,,
444,AST_IM_20210918_124552.jpeg,89549,set of small three stepped concrete stairs in campsite; concrete,,-1.0,TBD,Concrete,-1.0,,
445,AST_IM_20210918_124449.jpeg,89561,set of small three stepped concrete stairs in campsite; concrete,,-1.0,TBD,Concrete,-1.0,,
446,AST_IM_20210918_124623.jpeg,89567,set of small three stepped concrete stairs in campsite; concrete,,-1.0,TBD,Concrete,-1.0,,
447,AST_EX_20220712_113456.jpeg,89639,"Stone steps in ok shape, lead to old stone pavers for table, 6/10; stone",,-1.0,No railings,Rock/Stone,-1.0,,
448,AST_IM_20210916_154427.jpeg,89639,"Stone steps in ok shape, lead to old stone pavers for table, 6/10; stone",,-1.0,No railings,Rock/Stone,-1.0,,
449,AST_IM_20210916_154155.jpeg,89654,Stone steps falling apart 3/10; concrete,,-1.0,TBD,Concrete,-1.0,,
450,s15stairs3.jpg,89716,Box Stairs; boxsteps,,-1.0,No railings,Box Step,-1.0,,
451,IMG_0674.JPG,89716,Box Stairs; boxsteps,,-1.0,No railings,Box Step,-1.0,,
452,s16stairs4.jpg,89718,Baffle box stairs; boxsteps,,-1.0,No railings,Box Step,-1.0,,
453,IMG_0676.JPG,89718,Baffle box stairs; boxsteps,,-1.0,No railings,Box Step,-1.0,,
454,s20.jpg,89719,Baffle box stairs ; boxsteps,,-1.0,No railings,Box Step,-1.0,,
455,s21.jpg,89719,Baffle box stairs ; boxsteps,,-1.0,No railings,Box Step,-1.0,,
456,IMG_0681.JPG,89719,Baffle box stairs ; boxsteps,,-1.0,No railings,Box Step,-1.0,,
457,s9stairs1.jpg,89730,Baffle Box stairs; boxsteps,,-1.0,No railings,Box Step,-1.0,,
458,IMG_0671.JPG,89730,Baffle Box stairs; boxsteps,,-1.0,No railings,Box Step,-1.0,,
459,s23.jpg,89732,Baffle box stairs; boxsteps,,-1.0,No railings,Box Step,-1.0,,
460,IMG_0685.JPG,89732,Baffle box stairs; boxsteps,,-1.0,No railings,Box Step,-1.0,,
461,s24.jpg,89733,Baffle box stairs ; boxsteps,,-1.0,No railings,Box Step,-1.0,,
462,s25.jpg,89733,Baffle box stairs ; boxsteps,,-1.0,No railings,Box Step,-1.0,,
463,IMG_0689.JPG,89733,Baffle box stairs ; boxsteps,,-1.0,No railings,Box Step,-1.0,,
464,s27.jpg,89735,Baffle box stairs ; boxsteps,,-1.0,No railings,Box Step,-1.0,,
465,IMG_0690.JPG,89735,Baffle box stairs ; boxsteps,,-1.0,No railings,Box Step,-1.0,,
466,AST_IM_20210922_130006.jpeg,90350,Old wooden stairs e lake | P; other,,-1.0,TBD,TBD,-1.0,,
467,AST_IM_20211002_115154.jpeg,91224,78 railings solid; stone,,-1.0,TBD,Rock/Stone,-1.0,,
468,AST_IM_20211006_115734.jpeg,91434,Poor.; wood staircase,,-1.0,1 railing,Timber/Wood,4.0,,
469,AST_IM_20211006_115525.jpeg,91434,Poor.; wood staircase,,-1.0,1 railing,Timber/Wood,4.0,,
470,AST_IM_20211006_115410.jpeg,91434,Poor.; wood staircase,,-1.0,1 railing,Timber/Wood,4.0,,
471,AST_IM_20211006_115516.jpeg,91434,Poor.; wood staircase,,-1.0,1 railing,Timber/Wood,4.0,,
472,AST_IM_20211006_115537.jpeg,91434,Poor.; wood staircase,,-1.0,1 railing,Timber/Wood,4.0,,
473,AST_IM_20211006_120718.jpeg,91439,Very Poor,,-1.0,No railings,TBD,0.0,,
474,AST_EX_20250122_135552.jpeg,91857,; boxsteps,,-1.0,No railings,Box Step,-1.0,,
475,AST_EX_20250122_135607.jpeg,91857,; boxsteps,,-1.0,No railings,Box Step,-1.0,,
476,AST_EX_20250122_135618.jpeg,91857,; boxsteps,,-1.0,No railings,Box Step,-1.0,,
477,AST_EX_20250122_135648.jpeg,91857,; boxsteps,,-1.0,No railings,Box Step,-1.0,,
478,AST_EX_20250122_135636.jpeg,91857,; boxsteps,,-1.0,No railings,Box Step,-1.0,,
479,AST_IM_20211013_114346.jpeg,91857,; boxsteps,,-1.0,No railings,Box Step,-1.0,,
480,AST_IM_20211013_114317.jpeg,91857,; boxsteps,,-1.0,No railings,Box Step,-1.0,,
481,AST_IM_20211013_093533.jpeg,92005,Stairs | 57 | 1 m | 6x6 | F rotting and crooked; boxsteps,,-1.0,No railings,Box Step,-1.0,,
482,AST_IM_20211013_094027.jpeg,92007,Stairs | 6x6 | 5 stairs | F rot wear; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
483,AST_IM_20211013_101606.jpeg,92015,6x6 stairs | 27 stairs | Gf rot wear; wood step,,-1.0,No railings,Timber/Wood,-1.0,,
484,AST_IM_20211013_105824.jpeg,92019,6x6 | 8 stairs; boxsteps,,-1.0,No railings,Box Step,-1.0,,
485,AST_IM_20211013_115943.jpeg,92032,62 Stairs; boxsteps,,-1.0,TBD,Box Step,-1.0,,
486,AST_IM_20211013_120027.jpeg,92032,62 Stairs; boxsteps,,-1.0,TBD,Box Step,-1.0,,
487,AST_IM_20211013_101457.jpeg,92047,6x6 | 3 stairs; boxsteps,,-1.0,No railings,Box Step,-1.0,,
488,AST_IM_20211013_104403.jpeg,92052,6x6 stairs | 16 stairs | G; boxsteps,,-1.0,TBD,Box Step,-1.0,,
489,AST_IM_20211013_102822.jpeg,92055,6x6 | 13 stairs; boxsteps,,-1.0,No railings,Box Step,-1.0,,
490,AST_IM_20211013_113341.jpeg,92059,6x6 with 3x8 steps and 6x6 | 29 stairs; wood staircase,,-1.0,TBD,Timber/Wood,-1.0,,
491,AST_IM_20211013_102919.jpeg,92067,fair. Some rot ; ladder,,-1.0,No railings,TBD,-1.0,,
492,AST_IM_20211013_102955.jpeg,92067,fair. Some rot ; ladder,,-1.0,No railings,TBD,-1.0,,
493,AST_IM_20211013_102928.jpeg,92067,fair. Some rot ; ladder,,-1.0,No railings,TBD,-1.0,,
494,AST_IM_20211013_102425.jpeg,92068,17 stairs from Nissen Bight to Laura Creek.; boxsteps,,-1.0,No railings,Box Step,-1.0,,
495,AST_IM_20211013_102417.jpeg,92068,17 stairs from Nissen Bight to Laura Creek.; boxsteps,,-1.0,No railings,Box Step,-1.0,,
496,AST_IM_20211013_102444.jpeg,92068,17 stairs from Nissen Bight to Laura Creek.; boxsteps,,-1.0,No railings,Box Step,-1.0,,
497,AST_IM_20211013_094120.jpeg,92076,Stairs from Nissen Bight to Laura Creek.; boxsteps,,-1.0,No railings,Box Step,-1.0,,
498,AST_IM_20211013_094002.jpeg,92077,Nissan to Laura Creek - 10 stairs.; boxsteps,,-1.0,No railings,Box Step,-1.0,,
499,AST_IM_20211013_094030.jpeg,92077,Nissan to Laura Creek - 10 stairs.; boxsteps,,-1.0,No railings,Box Step,-1.0,,
500,AST_IM_20211013_105834.jpeg,92084,Box stairs made with 4x6 - stairs located between Nissen Bight and Laura Creek.; boxsteps,,-1.0,No railings,Box Step,-1.0,,
501,AST_IM_20211013_093846.jpeg,92085,From Nissen Bight to Laura Creek.  24 stairs.; boxsteps,,-1.0,No railings,Box Step,-1.0,,
502,AST_IM_20211013_093835.jpeg,92085,From Nissen Bight to Laura Creek.  24 stairs.; boxsteps,,-1.0,No railings,Box Step,-1.0,,
503,AST_EX_20250121_120522.jpeg,92429,; stone,,-1.0,No railings,Rock/Stone,-1.0,,
504,AST_EX_20250121_120536.jpeg,92429,; stone,,-1.0,No railings,Rock/Stone,-1.0,,
505,AST_EX_20250121_120553.jpeg,92429,; stone,,-1.0,No railings,Rock/Stone,-1.0,,
506,AST_EX_20250121_120502.jpeg,92429,; stone,,-1.0,No railings,Rock/Stone,-1.0,,
507,AST_IM_20211019_145442.jpeg,92429,; stone,,-1.0,No railings,Rock/Stone,-1.0,,
508,AST_IM_20211019_145424.jpeg,92429,; stone,,-1.0,No railings,Rock/Stone,-1.0,,
509,AST_EX_20250121_122619.jpeg,92431,; stone,,-1.0,1 railing,Rock/Stone,-1.0,,
510,AST_EX_20250121_122603.jpeg,92431,; stone,,-1.0,1 railing,Rock/Stone,-1.0,,
511,AST_EX_20250121_122744.jpeg,92431,; stone,,-1.0,1 railing,Rock/Stone,-1.0,,
512,AST_EX_20220725_123321.jpeg,92431,; stone,,-1.0,1 railing,Rock/Stone,-1.0,,
513,AST_IM_20211019_135823.jpeg,92431,; stone,,-1.0,1 railing,Rock/Stone,-1.0,,
514,AST_EX_20251209_093823.jpeg,92432,The stairs are approximately 200 linear feet. The stairs are at around a 40% condition rating. ; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
515,AST_EX_20251209_093850.jpeg,92432,The stairs are approximately 200 linear feet. The stairs are at around a 40% condition rating. ; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
516,AST_EX_20251209_093906.jpeg,92432,The stairs are approximately 200 linear feet. The stairs are at around a 40% condition rating. ; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
517,AST_EX_20251209_094508.jpeg,92432,The stairs are approximately 200 linear feet. The stairs are at around a 40% condition rating. ; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
518,AST_EX_20251209_094522.jpeg,92432,The stairs are approximately 200 linear feet. The stairs are at around a 40% condition rating. ; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
519,AST_EX_20251209_094611.jpeg,92432,The stairs are approximately 200 linear feet. The stairs are at around a 40% condition rating. ; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
520,AST_EX_20251209_094620.jpeg,92432,The stairs are approximately 200 linear feet. The stairs are at around a 40% condition rating. ; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
521,AST_EX_20251209_094653.jpeg,92432,The stairs are approximately 200 linear feet. The stairs are at around a 40% condition rating. ; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
522,AST_EX_20250130_165531.jpeg,92432,The stairs are approximately 200 linear feet. The stairs are at around a 40% condition rating. ; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
523,AST_EX_20250130_165340.jpeg,92432,The stairs are approximately 200 linear feet. The stairs are at around a 40% condition rating. ; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
524,AST_EX_20250130_165351.jpeg,92432,The stairs are approximately 200 linear feet. The stairs are at around a 40% condition rating. ; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
525,AST_EX_20250130_165308.jpeg,92432,The stairs are approximately 200 linear feet. The stairs are at around a 40% condition rating. ; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
526,AST_EX_20250130_165330.jpeg,92432,The stairs are approximately 200 linear feet. The stairs are at around a 40% condition rating. ; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
527,AST_EX_20250130_165602.jpeg,92432,The stairs are approximately 200 linear feet. The stairs are at around a 40% condition rating. ; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
528,AST_EX_20250130_165610.jpeg,92432,The stairs are approximately 200 linear feet. The stairs are at around a 40% condition rating. ; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
529,AST_EX_20250130_165542.jpeg,92432,The stairs are approximately 200 linear feet. The stairs are at around a 40% condition rating. ; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
530,AST_EX_20250130_165636.jpeg,92432,The stairs are approximately 200 linear feet. The stairs are at around a 40% condition rating. ; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
531,AST_EX_20220725_122009.jpeg,92432,The stairs are approximately 200 linear feet. The stairs are at around a 40% condition rating. ; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
532,AST_IM_20211019_133224.jpeg,92432,The stairs are approximately 200 linear feet. The stairs are at around a 40% condition rating. ; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
533,AST_IM_20211019_133230.jpeg,92432,The stairs are approximately 200 linear feet. The stairs are at around a 40% condition rating. ; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
534,AST_EX_20250121_115716.jpeg,92433,The stairs have been re-constructed 2023-08-10 by Student Rangers; boxsteps,,-1.0,No railings,Box Step,-1.0,,
535,AST_EX_20250121_115709.jpeg,92433,The stairs have been re-constructed 2023-08-10 by Student Rangers; boxsteps,,-1.0,No railings,Box Step,-1.0,,
536,AST_EX_20250121_115424.jpeg,92433,The stairs have been re-constructed 2023-08-10 by Student Rangers; boxsteps,,-1.0,No railings,Box Step,-1.0,,
537,AST_EX_20250121_115432.jpeg,92433,The stairs have been re-constructed 2023-08-10 by Student Rangers; boxsteps,,-1.0,No railings,Box Step,-1.0,,
538,IMG_0770.JPG,92433,The stairs have been re-constructed 2023-08-10 by Student Rangers; boxsteps,,-1.0,No railings,Box Step,-1.0,,
539,IMG_0771.JPG,92433,The stairs have been re-constructed 2023-08-10 by Student Rangers; boxsteps,,-1.0,No railings,Box Step,-1.0,,
540,IMG_0769.JPG,92433,The stairs have been re-constructed 2023-08-10 by Student Rangers; boxsteps,,-1.0,No railings,Box Step,-1.0,,
541,AST_EX_20220725_141410.jpeg,92433,The stairs have been re-constructed 2023-08-10 by Student Rangers; boxsteps,,-1.0,No railings,Box Step,-1.0,,
542,AST_IM_20211019_132238.jpeg,92433,The stairs have been re-constructed 2023-08-10 by Student Rangers; boxsteps,,-1.0,No railings,Box Step,-1.0,,
543,AST_IM_20211019_132249.jpeg,92433,The stairs have been re-constructed 2023-08-10 by Student Rangers; boxsteps,,-1.0,No railings,Box Step,-1.0,,
544,AST_EX_20250121_122949.jpeg,92434,; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
545,AST_EX_20250121_123000.jpeg,92434,; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
546,AST_EX_20250121_122846.jpeg,92434,; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
547,AST_EX_20250121_122828.jpeg,92434,; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
548,AST_EX_20250121_122928.jpeg,92434,; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
549,AST_EX_20250121_123125.jpeg,92434,; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
550,AST_EX_20220725_123141.jpeg,92434,; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
551,AST_IM_20211019_140842.jpeg,92434,; wood staircase,,-1.0,2 railings,Timber/Wood,-1.0,,
552,AST_EX_20250121_123235.jpeg,92436,; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
553,AST_EX_20250121_123246.jpeg,92436,; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
554,AST_EX_20250121_123347.jpeg,92436,; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
555,AST_EX_20250121_123333.jpeg,92436,; boxsteps,,-1.0,1 railing,Box Step,-1.0,,
